invoice_no,invoice_date,customer_key,country_id,is_cancelled
553489,2011-05-17 12:43:00,2658,37,False
553490,2011-05-17 12:44:00,1459,37,False
553491,2011-05-17 12:44:00,2141,37,False
553496,2011-05-17 12:47:00,1473,37,False
553497,2011-05-17 12:49:00,1473,37,False
553498,2011-05-17 12:56:00,1213,37,False
553499,2011-05-17 12:57:00,1213,37,False
553500,2011-05-17 12:58:00,1213,37,False
553501,2011-05-17 12:59:00,1213,37,False
553503,2011-05-17 13:20:00,95,37,False
553504,2011-05-17 13:26:00,1191,37,False
553505,2011-05-17 13:27:00,2206,37,False
553506,2011-05-17 13:29:00,2206,37,False
553507,2011-05-17 13:35:00,656,37,False
553509,2011-05-17 13:44:00,656,37,False
553515,2011-05-17 14:03:00,1284,37,False
553520,2011-05-17 14:32:00,247,37,False
553521,2011-05-17 14:35:00,33,37,False
553522,2011-05-17 14:43:00,516,37,False
553523,2011-05-17 14:46:00,33,37,False
553524,2011-05-17 14:46:00,294,37,False
553525,2011-05-17 14:50:00,2659,37,False
553526,2011-05-17 14:54:00,2659,37,False
553527,2011-05-17 14:57:00,2660,37,False
553535,2011-05-17 15:17:00,225,11,False
553537,2011-05-17 15:25:00,476,37,False
553538,2011-05-17 15:26:00,2052,37,False
553539,2011-05-17 15:27:00,33,37,False
553540,2011-05-17 15:32:00,17,37,False
553541,2011-05-17 15:33:00,33,37,False
553542,2011-05-17 15:34:00,33,37,False
553543,2011-05-17 15:35:00,33,37,False
553544,2011-05-17 15:36:00,33,37,False
553545,2011-05-17 15:37:00,33,37,False
553546,2011-05-17 15:42:00,984,1,False
553547,2011-05-17 15:48:00,353,15,False
553548,2011-05-17 15:57:00,33,37,False
553549,2011-05-17 16:09:00,33,37,False
553550,2011-05-17 16:21:00,1994,37,False
553551,2011-05-17 16:23:00,1994,37,False
553552,2011-05-17 16:23:00,579,37,False
553553,2011-05-17 16:32:00,1411,37,False
553556,2011-05-17 16:48:00,624,37,False
553559,2011-05-17 17:12:00,2344,7,False
553565,2011-05-18 09:01:00,2661,37,False
553566,2011-05-18 09:09:00,2662,14,False
553567,2011-05-18 09:13:00,2036,37,False
553570,2011-05-18 09:23:00,417,37,False
553571,2011-05-18 09:35:00,135,37,False
553572,2011-05-18 09:37:00,863,37,False
553573,2011-05-18 09:52:00,2663,37,False
553574,2011-05-18 09:59:00,317,37,False
553575,2011-05-18 10:08:00,873,37,False
553576,2011-05-18 10:29:00,423,37,False
553577,2011-05-18 10:34:00,1103,14,False
553578,2011-05-18 10:39:00,22,37,False
553579,2011-05-18 10:39:00,22,37,False
553585,2011-05-18 10:41:00,356,37,False
553607,2011-05-18 10:47:00,866,37,False
553612,2011-05-18 10:48:00,2664,37,False
553614,2011-05-18 10:48:00,866,37,False
553625,2011-05-18 10:50:00,866,37,False
553638,2011-05-18 10:56:00,143,37,False
553650,2011-05-18 11:02:00,2605,37,False
553651,2011-05-18 11:06:00,33,37,False
553652,2011-05-18 11:06:00,33,37,False
553653,2011-05-18 11:08:00,704,37,False
553654,2011-05-18 11:08:00,339,37,False
553655,2011-05-18 11:14:00,445,37,False
553657,2011-05-18 11:28:00,2665,37,False
553658,2011-05-18 11:42:00,2666,37,False
553659,2011-05-18 11:47:00,33,37,False
553660,2011-05-18 11:58:00,1757,37,False
553661,2011-05-18 11:59:00,2667,37,False
553662,2011-05-18 12:07:00,2120,37,False
553663,2011-05-18 12:13:00,10,37,False
553664,2011-05-18 12:15:00,2235,37,False
553666,2011-05-18 12:18:00,1768,14,False
553668,2011-05-18 12:21:00,1116,37,False
553670,2011-05-18 12:28:00,1869,37,False
553671,2011-05-18 12:37:00,1229,37,False
553672,2011-05-18 12:44:00,608,37,False
553673,2011-05-18 12:46:00,274,37,False
553674,2011-05-18 12:50:00,960,33,False
553675,2011-05-18 12:52:00,2423,37,False
553676,2011-05-18 12:57:00,502,37,False
553677,2011-05-18 12:58:00,502,37,False
553678,2011-05-18 13:00:00,2668,37,False
553679,2011-05-18 13:09:00,711,37,False
553680,2011-05-18 13:11:00,2669,37,False
553681,2011-05-18 13:13:00,2076,37,False
553682,2011-05-18 13:20:00,912,25,False
553683,2011-05-18 13:50:00,132,37,False
553684,2011-05-18 13:55:00,1776,37,False
553685,2011-05-18 13:56:00,925,37,False
553686,2011-05-18 13:58:00,69,11,False
553688,2011-05-18 14:05:00,33,37,False
553689,2011-05-18 14:07:00,967,37,False
553690,2011-05-18 14:08:00,967,37,False
553691,2011-05-18 14:08:00,9,37,False
553701,2011-05-18 14:42:00,2670,37,False
553702,2011-05-18 14:50:00,1183,37,False
553703,2011-05-18 14:57:00,2671,37,False
553706,2011-05-18 15:23:00,556,37,False
553707,2011-05-18 15:26:00,1147,37,False
553708,2011-05-18 15:28:00,1147,37,False
553709,2011-05-18 15:29:00,22,37,False
553710,2011-05-18 15:35:00,708,37,False
553711,2011-05-18 15:39:00,1337,37,False
553712,2011-05-18 15:41:00,1337,37,False
553713,2011-05-18 15:47:00,190,37,False
553714,2011-05-18 15:55:00,2672,37,False
553715,2011-05-18 16:05:00,33,37,False
553716,2011-05-18 16:07:00,33,37,False
553717,2011-05-18 16:07:00,33,37,False
553718,2011-05-18 16:14:00,33,37,False
553719,2011-05-18 16:18:00,33,37,False
553720,2011-05-18 16:26:00,2673,37,False
553721,2011-05-18 16:37:00,737,37,False
553722,2011-05-18 16:37:00,2289,37,False
553724,2011-05-18 16:50:00,2674,37,False
553725,2011-05-18 16:51:00,2674,37,False
553726,2011-05-18 16:52:00,2191,37,False
553727,2011-05-18 16:56:00,526,37,False
553728,2011-05-18 17:17:00,33,37,False
553729,2011-05-18 17:17:00,33,37,False
553730,2011-05-19 07:49:00,479,37,False
553731,2011-05-19 08:26:00,550,15,False
553732,2011-05-19 08:27:00,550,15,False
553733,2011-05-19 08:29:00,861,37,False
553734,2011-05-19 08:31:00,861,37,False
553735,2011-05-19 08:32:00,861,37,False
553736,2011-05-19 08:33:00,861,37,False
553737,2011-05-19 08:50:00,2675,37,False
553738,2011-05-19 08:55:00,2676,37,False
553739,2011-05-19 09:23:00,1211,37,False
553740,2011-05-19 09:31:00,2677,37,False
553741,2011-05-19 09:37:00,1920,15,False
553742,2011-05-19 09:38:00,1289,37,False
553743,2011-05-19 09:44:00,33,37,False
553744,2011-05-19 09:44:00,33,37,False
553745,2011-05-19 09:46:00,33,37,False
553746,2011-05-19 09:46:00,33,37,False
553747,2011-05-19 09:47:00,882,37,False
553749,2011-05-19 09:59:00,78,37,False
553750,2011-05-19 10:16:00,547,37,False
553751,2011-05-19 10:16:00,2678,37,False
553752,2011-05-19 10:20:00,567,37,False
553753,2011-05-19 10:22:00,176,37,False
553754,2011-05-19 10:25:00,2359,37,False
553755,2011-05-19 10:32:00,962,37,False
553762,2011-05-19 10:38:00,1362,37,False
553765,2011-05-19 10:43:00,2679,37,False
553766,2011-05-19 10:44:00,33,37,False
553767,2011-05-19 10:46:00,33,37,False
553768,2011-05-19 10:47:00,33,37,False
553769,2011-05-19 10:48:00,33,37,False
553781,2011-05-19 10:54:00,2680,37,False
553828,2011-05-19 11:24:00,655,37,False
553829,2011-05-19 11:28:00,255,37,False
553830,2011-05-19 11:32:00,2681,37,False
553831,2011-05-19 11:36:00,1314,7,False
553832,2011-05-19 11:38:00,956,37,False
553833,2011-05-19 11:41:00,73,37,False
553834,2011-05-19 11:47:00,1078,37,False
553835,2011-05-19 11:50:00,2682,37,False
553836,2011-05-19 12:08:00,112,37,False
553837,2011-05-19 12:09:00,112,37,False
553838,2011-05-19 12:10:00,2683,14,False
553839,2011-05-19 12:13:00,1522,37,False
553842,2011-05-19 12:24:00,1052,15,False
553843,2011-05-19 12:29:00,1131,14,False
553844,2011-05-19 12:36:00,2540,37,False
553845,2011-05-19 12:38:00,432,37,False
553846,2011-05-19 12:40:00,139,37,False
553847,2011-05-19 12:41:00,139,37,False
553848,2011-05-19 12:50:00,1110,37,False
553849,2011-05-19 12:54:00,33,37,False
553850,2011-05-19 12:59:00,735,37,False
553852,2011-05-19 13:05:00,2684,37,False
553853,2011-05-19 13:08:00,398,37,False
553855,2011-05-19 13:16:00,703,37,False
553856,2011-05-19 13:28:00,2685,37,False
553857,2011-05-19 13:30:00,2686,38,False
553858,2011-05-19 13:35:00,33,37,False
553859,2011-05-19 13:35:00,692,37,False
553860,2011-05-19 13:57:00,71,37,False
553861,2011-05-19 13:58:00,2006,37,False
553863,2011-05-19 14:05:00,117,37,False
553864,2011-05-19 14:08:00,25,37,False
553867,2011-05-19 14:19:00,931,37,False
553868,2011-05-19 14:24:00,1493,37,False
553869,2011-05-19 14:27:00,842,37,False
553870,2011-05-19 14:29:00,808,37,False
553871,2011-05-19 14:30:00,1493,37,False
553872,2011-05-19 14:35:00,460,37,False
553873,2011-05-19 14:42:00,2687,37,False
553874,2011-05-19 14:44:00,547,37,False
553876,2011-05-19 14:45:00,2688,37,False
553878,2011-05-19 14:56:00,416,37,False
553879,2011-05-19 15:15:00,2689,37,False
553881,2011-05-19 15:24:00,2357,37,False
553882,2011-05-19 15:30:00,2003,37,False
553883,2011-05-19 15:31:00,2003,37,False
553884,2011-05-19 15:36:00,233,15,False
553885,2011-05-19 15:41:00,1070,15,False
553886,2011-05-19 15:53:00,1996,37,False
553887,2011-05-19 16:04:00,379,37,False
553888,2011-05-19 16:09:00,2251,37,False
553889,2011-05-19 16:31:00,1292,37,False
553890,2011-05-19 16:32:00,33,37,False
553891,2011-05-19 16:47:00,271,37,False
553892,2011-05-19 16:56:00,359,37,False
553893,2011-05-19 17:13:00,1408,37,False
553894,2011-05-19 17:15:00,2690,37,False
553895,2011-05-19 17:18:00,580,37,False
553896,2011-05-19 17:22:00,2691,37,False
553897,2011-05-19 17:23:00,69,11,False
553898,2011-05-19 17:23:00,967,37,False
553899,2011-05-19 17:25:00,1169,37,False
553900,2011-05-19 17:47:00,2692,3,False
553901,2011-05-19 17:48:00,69,11,False
553902,2011-05-19 18:02:00,1508,37,False
553907,2011-05-19 18:21:00,2693,37,False
553908,2011-05-19 18:28:00,2148,37,False
553909,2011-05-19 19:00:00,1113,37,False
553911,2011-05-19 19:02:00,186,37,False
553912,2011-05-19 19:32:00,1555,37,False
553913,2011-05-19 19:47:00,267,37,False
553915,2011-05-19 19:51:00,215,37,False
553916,2011-05-20 08:18:00,2694,37,False
553917,2011-05-20 08:30:00,2500,37,False
553918,2011-05-20 08:39:00,2457,37,False
553919,2011-05-20 08:41:00,1810,37,False
553920,2011-05-20 08:57:00,123,37,False
553921,2011-05-20 09:08:00,2421,37,False
553922,2011-05-20 09:24:00,2695,37,False
553923,2011-05-20 09:30:00,816,37,False
553925,2011-05-20 09:38:00,1073,37,False
553926,2011-05-20 09:47:00,1976,37,False
553927,2011-05-20 09:56:00,141,37,False
553928,2011-05-20 10:02:00,881,37,False
553929,2011-05-20 10:04:00,881,37,False
553930,2011-05-20 10:22:00,750,37,False
553931,2011-05-20 10:27:00,69,11,False
553932,2011-05-20 10:29:00,2484,37,False
553933,2011-05-20 10:30:00,362,37,False
553934,2011-05-20 10:31:00,362,37,False
553935,2011-05-20 10:32:00,576,37,False
553936,2011-05-20 10:32:00,362,37,False
553937,2011-05-20 10:33:00,1751,37,False
553938,2011-05-20 10:35:00,1889,37,False
553940,2011-05-20 10:36:00,1889,37,False
553941,2011-05-20 10:37:00,867,37,False
553942,2011-05-20 10:37:00,265,37,False
553946,2011-05-20 10:48:00,116,37,False
553952,2011-05-20 10:50:00,2696,37,False
553978,2011-05-20 11:03:00,1608,37,False
553979,2011-05-20 11:07:00,101,37,False
553996,2011-05-20 11:33:00,1820,37,False
553997,2011-05-20 11:34:00,2310,14,False
554000,2011-05-20 11:53:00,1046,37,False
554003,2011-05-20 12:17:00,728,37,False
554007,2011-05-20 12:26:00,206,37,False
554008,2011-05-20 12:31:00,2697,37,False
554009,2011-05-20 12:38:00,1253,37,False
554013,2011-05-20 13:13:00,2698,37,False
554014,2011-05-20 13:13:00,2699,37,False
554015,2011-05-20 13:14:00,1223,37,False
554016,2011-05-20 13:14:00,2700,37,False
554017,2011-05-20 13:15:00,33,37,False
554018,2011-05-20 13:15:00,1223,37,False
554019,2011-05-20 13:16:00,448,37,False
554020,2011-05-20 13:17:00,33,37,False
554021,2011-05-20 13:18:00,33,37,False
554022,2011-05-20 13:19:00,33,37,False
554023,2011-05-20 13:20:00,33,37,False
554024,2011-05-20 13:21:00,33,37,False
554026,2011-05-20 13:34:00,728,37,False
554027,2011-05-20 13:40:00,129,37,False
554028,2011-05-20 13:43:00,2076,37,False
554030,2011-05-20 13:56:00,1061,37,False
554031,2011-05-20 13:58:00,1061,37,False
554032,2011-05-20 14:04:00,1416,37,False
554033,2011-05-20 14:06:00,1745,37,False
554034,2011-05-20 14:06:00,728,37,False
554035,2011-05-20 14:07:00,1745,37,False
554036,2011-05-20 14:11:00,22,37,False
554037,2011-05-20 14:13:00,984,1,False
554038,2011-05-20 14:23:00,1394,25,False
554039,2011-05-20 14:27:00,2701,37,False
554040,2011-05-20 14:35:00,809,37,False
554041,2011-05-20 14:41:00,2409,37,False
554042,2011-05-20 14:47:00,2471,37,False
554043,2011-05-20 14:47:00,2553,37,False
554050,2011-05-20 14:54:00,2702,37,False
554051,2011-05-20 14:56:00,2239,37,False
554052,2011-05-20 14:58:00,2702,37,False
554053,2011-05-20 15:08:00,423,37,False
554054,2011-05-20 15:29:00,33,37,False
554055,2011-05-20 15:39:00,1015,37,False
554056,2011-05-20 15:40:00,33,37,False
554057,2011-05-20 15:52:00,1689,37,False
554058,2011-05-20 16:04:00,187,37,False
554059,2011-05-20 16:25:00,120,37,False
554060,2011-05-20 16:55:00,1274,37,False
554061,2011-05-20 16:56:00,1274,37,False
554062,2011-05-22 10:21:00,1923,37,False
554063,2011-05-22 10:27:00,1994,37,False
554064,2011-05-22 10:29:00,2212,37,False
554065,2011-05-22 10:39:00,2703,37,False
554066,2011-05-22 10:40:00,1225,37,False
554067,2011-05-22 10:47:00,2704,37,False
554068,2011-05-22 10:53:00,2705,37,False
554069,2011-05-22 10:57:00,1063,37,False
554070,2011-05-22 11:06:00,2706,37,False
554071,2011-05-22 11:17:00,501,37,False
554072,2011-05-22 11:24:00,2706,37,False
554073,2011-05-22 11:26:00,893,37,False
554074,2011-05-22 11:28:00,622,37,False
554075,2011-05-22 11:29:00,2707,37,False
554076,2011-05-22 11:30:00,761,37,False
554077,2011-05-22 11:34:00,2708,37,False
554078,2011-05-22 11:38:00,176,37,False
554079,2011-05-22 11:41:00,2233,37,False
554080,2011-05-22 11:42:00,273,37,False
554081,2011-05-22 11:47:00,2709,37,False
554082,2011-05-22 11:49:00,838,37,False
554083,2011-05-22 11:51:00,1328,37,False
554084,2011-05-22 11:52:00,2188,37,False
554085,2011-05-22 11:53:00,868,37,False
554086,2011-05-22 11:54:00,868,37,False
554087,2011-05-22 12:03:00,1978,37,False
554088,2011-05-22 12:12:00,1926,37,False
554089,2011-05-22 12:16:00,1154,37,False
554090,2011-05-22 12:22:00,888,37,False
554091,2011-05-22 12:35:00,2710,37,False
554092,2011-05-22 12:41:00,2711,37,False
554093,2011-05-22 12:49:00,2712,37,False
554094,2011-05-22 12:49:00,286,37,False
554095,2011-05-22 12:51:00,2713,37,False
554096,2011-05-22 12:51:00,2714,37,False
554097,2011-05-22 13:01:00,277,14,False
554098,2011-05-22 13:01:00,885,37,False
554099,2011-05-22 13:20:00,2715,37,False
554101,2011-05-22 13:29:00,2322,37,False
554102,2011-05-22 13:40:00,2716,37,False
554103,2011-05-22 13:51:00,311,37,False
554104,2011-05-22 14:03:00,900,15,False
554105,2011-05-22 14:04:00,2066,37,False
554106,2011-05-22 14:05:00,2717,15,False
554107,2011-05-22 14:09:00,2369,37,False
554108,2011-05-22 14:29:00,678,37,False
554109,2011-05-22 14:33:00,239,14,False
554110,2011-05-22 14:35:00,78,37,False
554111,2011-05-22 14:40:00,1736,37,False
554112,2011-05-22 14:44:00,715,37,False
554113,2011-05-22 14:53:00,538,37,False
554114,2011-05-22 15:00:00,2718,37,False
554115,2011-05-22 15:03:00,1197,37,False
554116,2011-05-22 15:11:00,1106,37,False
554117,2011-05-22 15:12:00,38,37,False
554118,2011-05-22 15:26:00,1706,37,False
554119,2011-05-22 15:27:00,1706,37,False
554120,2011-05-22 15:28:00,1706,37,False
554121,2011-05-22 15:31:00,88,37,False
554122,2011-05-22 15:37:00,2719,37,False
554123,2011-05-22 15:44:00,2666,37,False
554124,2011-05-23 08:31:00,2720,37,False
554125,2011-05-23 08:52:00,2721,37,False
554126,2011-05-23 09:14:00,16,1,False
554128,2011-05-23 09:26:00,33,37,False
554129,2011-05-23 09:39:00,349,37,False
554130,2011-05-23 09:42:00,235,37,False
554131,2011-05-23 09:43:00,2166,37,False
554132,2011-05-23 09:43:00,2722,2,False
554133,2011-05-23 09:46:00,33,37,False
554134,2011-05-23 09:48:00,3,14,False
554135,2011-05-23 09:58:00,841,37,False
554137,2011-05-23 10:13:00,341,15,False
554138,2011-05-23 10:21:00,1327,37,False
554139,2011-05-23 10:34:00,69,11,False
554141,2011-05-23 10:34:00,349,37,False
554142,2011-05-23 10:38:00,582,37,False
554143,2011-05-23 10:40:00,33,37,False
554144,2011-05-23 10:42:00,33,37,False
554145,2011-05-23 10:43:00,33,37,False
554146,2011-05-23 10:45:00,2419,37,False
554147,2011-05-23 10:48:00,928,4,False
554148,2011-05-23 10:53:00,33,37,False
554149,2011-05-23 10:53:00,33,37,False
554151,2011-05-23 11:07:00,1293,37,False
554155,2011-05-23 11:26:00,2632,28,False
554156,2011-05-23 11:28:00,190,37,False
554157,2011-05-23 11:33:00,993,37,False
554158,2011-05-23 11:44:00,835,37,False
554159,2011-05-23 11:48:00,1440,4,False
554160,2011-05-23 11:49:00,71,37,False
554161,2011-05-23 11:49:00,1440,4,False
554162,2011-05-23 11:52:00,371,37,False
554163,2011-05-23 11:52:00,207,37,False
554164,2011-05-23 11:58:00,2620,37,False
554181,2011-05-23 12:09:00,458,37,False
554202,2011-05-23 12:14:00,2723,37,False
554207,2011-05-23 12:15:00,207,37,False
554261,2011-05-23 12:32:00,262,37,False
554262,2011-05-23 12:32:00,2724,37,False
554263,2011-05-23 12:32:00,353,15,False
554264,2011-05-23 12:35:00,396,37,False
554265,2011-05-23 12:38:00,33,37,False
554267,2011-05-23 12:56:00,33,37,False
554268,2011-05-23 12:59:00,9,37,False
554269,2011-05-23 13:03:00,2456,37,False
554270,2011-05-23 13:05:00,979,37,False
554271,2011-05-23 13:06:00,317,37,False
554272,2011-05-23 13:08:00,1942,37,False
554274,2011-05-23 13:12:00,2659,37,False
554275,2011-05-23 13:17:00,1835,37,False
554276,2011-05-23 13:19:00,33,37,False
554277,2011-05-23 13:20:00,1942,37,False
554278,2011-05-23 13:25:00,283,37,False
554279,2011-05-23 13:28:00,2579,37,False
554280,2011-05-23 13:35:00,1856,37,False
554281,2011-05-23 13:41:00,2725,37,False
554282,2011-05-23 14:01:00,249,37,False
554283,2011-05-23 14:11:00,1506,37,False
554284,2011-05-23 14:14:00,1506,37,False
554285,2011-05-23 14:15:00,33,37,False
554286,2011-05-23 14:16:00,1506,37,False
554287,2011-05-23 14:17:00,33,37,False
554289,2011-05-23 14:18:00,2726,37,False
554293,2011-05-23 14:19:00,33,37,False
554299,2011-05-23 14:28:00,33,37,False
554301,2011-05-23 14:46:00,2632,28,False
554305,2011-05-23 14:58:00,2632,28,False
554306,2011-05-23 14:59:00,2727,37,False
554307,2011-05-23 14:59:00,648,37,False
554309,2011-05-23 15:00:00,648,37,False
554310,2011-05-23 15:25:00,33,37,False
554311,2011-05-23 15:28:00,33,37,False
554312,2011-05-23 15:28:00,33,37,False
554313,2011-05-23 15:28:00,33,37,False
554314,2011-05-23 15:29:00,33,37,False
554315,2011-05-23 15:29:00,435,37,False
554316,2011-05-23 15:29:00,33,37,False
554317,2011-05-23 15:29:00,33,37,False
554318,2011-05-23 15:30:00,33,37,False
554319,2011-05-23 15:31:00,33,37,False
554320,2011-05-23 15:32:00,33,37,False
554321,2011-05-23 15:32:00,33,37,False
554322,2011-05-23 15:33:00,1523,37,False
554323,2011-05-23 15:33:00,2340,37,False
554324,2011-05-23 15:38:00,243,15,False
554325,2011-05-23 15:38:00,552,15,False
554326,2011-05-23 16:32:00,2728,37,False
554328,2011-05-23 16:49:00,33,37,False
554329,2011-05-23 16:52:00,1516,37,False
554337,2011-05-23 17:25:00,32,37,False
554347,2011-05-24 08:21:00,1342,37,False
554348,2011-05-24 08:49:00,514,37,False
554349,2011-05-24 08:49:00,2504,37,False
554350,2011-05-24 08:51:00,514,37,False
554351,2011-05-24 08:53:00,2060,37,False
554352,2011-05-24 08:57:00,33,37,False
554353,2011-05-24 09:10:00,987,37,False
554354,2011-05-24 09:12:00,326,37,False
554355,2011-05-24 09:20:00,1427,37,False
554356,2011-05-24 09:25:00,2445,14,False
554357,2011-05-24 09:26:00,326,37,False
554358,2011-05-24 09:32:00,405,37,False
554359,2011-05-24 09:56:00,1499,37,False
554360,2011-05-24 09:59:00,33,37,False
554362,2011-05-24 10:17:00,1053,37,False
554363,2011-05-24 10:19:00,307,15,False
554364,2011-05-24 10:21:00,14,37,False
554365,2011-05-24 10:22:00,261,37,False
554366,2011-05-24 10:24:00,405,37,False
554367,2011-05-24 10:24:00,261,37,False
554368,2011-05-24 10:33:00,459,37,False
554369,2011-05-24 10:34:00,459,37,False
554370,2011-05-24 10:35:00,459,37,False
554371,2011-05-24 10:42:00,178,37,False
554372,2011-05-24 10:50:00,473,37,False
554375,2011-05-24 11:29:00,751,37,False
554376,2011-05-24 11:31:00,988,37,False
554377,2011-05-24 11:34:00,33,37,False
554378,2011-05-24 11:35:00,33,37,False
554379,2011-05-24 11:35:00,109,37,False
554380,2011-05-24 11:45:00,1802,37,False
554381,2011-05-24 11:46:00,1802,37,False
554382,2011-05-24 11:55:00,1077,37,False
554392,2011-05-24 12:04:00,1269,37,False
554415,2011-05-24 12:10:00,1393,37,False
554421,2011-05-24 12:12:00,1393,37,False
554424,2011-05-24 12:14:00,10,37,False
554432,2011-05-24 12:16:00,33,37,False
554436,2011-05-24 12:18:00,33,37,False
554441,2011-05-24 12:22:00,2729,37,False
554465,2011-05-24 12:36:00,854,37,False
554483,2011-05-24 12:57:00,2256,37,False
554484,2011-05-24 13:02:00,556,37,False
554485,2011-05-24 13:22:00,2730,37,False
554487,2011-05-24 13:27:00,367,37,False
554488,2011-05-24 13:35:00,33,37,False
554489,2011-05-24 13:46:00,2061,37,False
554490,2011-05-24 13:50:00,2365,37,False
554491,2011-05-24 13:50:00,95,37,False
554492,2011-05-24 13:56:00,1282,37,False
554494,2011-05-24 14:00:00,291,37,False
554495,2011-05-24 14:18:00,206,37,False
554496,2011-05-24 14:25:00,1905,37,False
554497,2011-05-24 14:38:00,1864,37,False
554498,2011-05-24 14:39:00,2731,37,False
554502,2011-05-24 14:47:00,1670,37,False
554503,2011-05-24 15:06:00,2375,37,False
554504,2011-05-24 15:13:00,2151,37,False
554505,2011-05-24 15:14:00,2732,37,False
554506,2011-05-24 15:22:00,229,37,False
554507,2011-05-24 15:29:00,26,37,False
554508,2011-05-24 15:33:00,2729,37,False
554509,2011-05-24 15:45:00,721,37,False
554510,2011-05-24 15:51:00,967,37,False
554511,2011-05-24 15:52:00,33,37,False
554512,2011-05-24 15:54:00,33,37,False
554513,2011-05-24 15:56:00,748,37,False
554514,2011-05-24 15:58:00,33,37,False
554515,2011-05-24 16:25:00,2733,37,False
554520,2011-05-24 17:03:00,71,37,False
554524,2011-05-24 17:18:00,1325,37,False
554526,2011-05-24 17:24:00,33,37,False
554534,2011-05-24 17:34:00,665,37,False
554538,2011-05-24 17:46:00,33,37,False
554542,2011-05-25 08:32:00,385,37,False
554543,2011-05-25 09:18:00,2735,37,False
554545,2011-05-25 09:35:00,577,37,False
554546,2011-05-25 09:37:00,33,37,False
554547,2011-05-25 09:37:00,577,37,False
554549,2011-05-25 09:57:00,318,37,False
554550,2011-05-25 09:57:00,33,37,False
554551,2011-05-25 09:58:00,33,37,False
554552,2011-05-25 09:58:00,39,37,False
554553,2011-05-25 09:59:00,33,37,False
554554,2011-05-25 10:02:00,39,37,False
554555,2011-05-25 10:08:00,1103,14,False
554556,2011-05-25 10:11:00,1302,37,False
554557,2011-05-25 10:12:00,2736,37,False
554559,2011-05-25 10:28:00,33,37,False
554560,2011-05-25 10:35:00,822,37,False
554561,2011-05-25 10:35:00,822,37,False
554570,2011-05-25 10:53:00,1412,37,False
554579,2011-05-25 10:56:00,91,37,False
554597,2011-05-25 11:01:00,2037,37,False
554598,2011-05-25 11:12:00,1183,37,False
554603,2011-05-25 11:14:00,2737,37,False
554617,2011-05-25 11:21:00,2737,37,False
554627,2011-05-25 11:26:00,33,37,False
554628,2011-05-25 11:26:00,345,37,False
554629,2011-05-25 11:34:00,372,37,False
554630,2011-05-25 11:34:00,1985,37,False
554631,2011-05-25 11:35:00,372,37,False
554632,2011-05-25 11:41:00,2738,37,False
554633,2011-05-25 11:44:00,2738,37,False
554634,2011-05-25 11:44:00,33,37,False
554635,2011-05-25 11:45:00,268,37,False
554636,2011-05-25 11:52:00,2739,37,False
554637,2011-05-25 11:58:00,7,37,False
554638,2011-05-25 11:59:00,280,37,False
554639,2011-05-25 12:00:00,2514,37,False
554640,2011-05-25 12:06:00,226,37,False
554641,2011-05-25 12:06:00,1785,37,False
554642,2011-05-25 12:19:00,912,25,False
554643,2011-05-25 12:28:00,1289,37,False
554644,2011-05-25 12:34:00,9,37,False
554645,2011-05-25 12:34:00,1785,37,False
554646,2011-05-25 12:39:00,632,37,False
554647,2011-05-25 12:39:00,2740,37,False
554648,2011-05-25 12:44:00,2741,14,False
554649,2011-05-25 12:46:00,1289,37,False
554650,2011-05-25 12:54:00,410,14,False
554651,2011-05-25 12:55:00,236,27,False
554652,2011-05-25 12:56:00,33,37,False
554653,2011-05-25 13:33:00,33,37,False
554654,2011-05-25 13:34:00,2742,27,False
554655,2011-05-25 13:35:00,1140,37,False
554656,2011-05-25 13:36:00,1717,37,False
554658,2011-05-25 14:18:00,449,37,False
554663,2011-05-25 14:29:00,877,37,False
554664,2011-05-25 14:40:00,2588,37,False
554665,2011-05-25 14:44:00,1881,37,False
554666,2011-05-25 14:54:00,466,37,False
554667,2011-05-25 15:18:00,807,37,False
554668,2011-05-25 15:19:00,982,37,False
554669,2011-05-25 15:31:00,1390,37,False
554670,2011-05-25 15:47:00,751,37,False
554671,2011-05-25 15:47:00,2668,37,False
554672,2011-05-25 15:54:00,757,37,False
554673,2011-05-25 16:01:00,33,37,False
554674,2011-05-25 16:01:00,2743,37,False
554675,2011-05-25 16:01:00,33,37,False
554676,2011-05-25 16:03:00,33,37,False
554677,2011-05-25 16:03:00,33,37,False
554678,2011-05-25 16:03:00,33,37,False
554679,2011-05-25 16:04:00,33,37,False
554680,2011-05-25 16:04:00,33,37,False
554681,2011-05-25 16:04:00,33,37,False
554682,2011-05-25 16:08:00,363,37,False
554683,2011-05-25 16:09:00,33,37,False
554684,2011-05-25 16:28:00,2744,37,False
554694,2011-05-25 17:06:00,33,37,False
554695,2011-05-25 17:12:00,331,37,False
554696,2011-05-25 17:14:00,33,37,False
554697,2011-05-25 17:31:00,2745,37,False
554698,2011-05-26 08:38:00,1779,37,False
554699,2011-05-26 09:17:00,2071,15,False
554700,2011-05-26 09:18:00,2071,15,False
554701,2011-05-26 09:33:00,2746,37,False
554702,2011-05-26 09:45:00,625,37,False
554703,2011-05-26 10:03:00,1063,37,False
554704,2011-05-26 10:09:00,119,37,False
554705,2011-05-26 10:12:00,2329,37,False
554706,2011-05-26 10:13:00,2329,37,False
554707,2011-05-26 10:15:00,1162,37,False
