invoice_key,invoice_no,invoice_datetime,invoice_date,invoice_hour
4473,547882,2011-03-28 07:53:00,2011-03-28,7
4474,547883,2011-03-28 08:40:00,2011-03-28,8
4475,547884,2011-03-28 09:07:00,2011-03-28,9
4476,547885,2011-03-28 09:16:00,2011-03-28,9
4477,547886,2011-03-28 09:21:00,2011-03-28,9
4478,547887,2011-03-28 09:30:00,2011-03-28,9
4479,547888,2011-03-28 09:59:00,2011-03-28,9
4480,547890,2011-03-28 10:03:00,2011-03-28,10
4481,547891,2011-03-28 10:14:00,2011-03-28,10
4482,547892,2011-03-28 10:15:00,2011-03-28,10
4483,547893,2011-03-28 10:25:00,2011-03-28,10
4484,547894,2011-03-28 10:26:00,2011-03-28,10
4485,547895,2011-03-28 10:52:00,2011-03-28,10
4486,547896,2011-03-28 11:34:00,2011-03-28,11
4487,547897,2011-03-28 11:36:00,2011-03-28,11
4488,547898,2011-03-28 11:49:00,2011-03-28,11
4489,547900,2011-03-28 11:51:00,2011-03-28,11
4490,547902,2011-03-28 11:58:00,2011-03-28,11
4491,547903,2011-03-28 11:59:00,2011-03-28,11
4492,547906,2011-03-28 12:13:00,2011-03-28,12
4493,547907,2011-03-28 12:18:00,2011-03-28,12
4494,547909,2011-03-28 12:22:00,2011-03-28,12
4495,547910,2011-03-28 12:23:00,2011-03-28,12
4496,547911,2011-03-28 12:25:00,2011-03-28,12
4497,547912,2011-03-28 12:27:00,2011-03-28,12
4498,547914,2011-03-28 12:35:00,2011-03-28,12
4499,547918,2011-03-28 12:49:00,2011-03-28,12
4500,547919,2011-03-28 12:52:00,2011-03-28,12
4501,547920,2011-03-28 12:52:00,2011-03-28,12
4502,547921,2011-03-28 13:28:00,2011-03-28,13
4503,547922,2011-03-28 13:32:00,2011-03-28,13
4504,547923,2011-03-28 13:35:00,2011-03-28,13
4505,547924,2011-03-28 13:39:00,2011-03-28,13
4506,547925,2011-03-28 13:57:00,2011-03-28,13
4507,547926,2011-03-28 13:59:00,2011-03-28,13
4508,547931,2011-03-28 14:01:00,2011-03-28,14
4509,547934,2011-03-28 14:07:00,2011-03-28,14
4510,547935,2011-03-28 14:19:00,2011-03-28,14
4511,547936,2011-03-28 14:23:00,2011-03-28,14
4512,547937,2011-03-28 14:27:00,2011-03-28,14
4513,547938,2011-03-28 14:33:00,2011-03-28,14
4514,547939,2011-03-28 14:42:00,2011-03-28,14
4515,547940,2011-03-28 14:43:00,2011-03-28,14
4516,547941,2011-03-28 14:46:00,2011-03-28,14
4517,547942,2011-03-28 14:57:00,2011-03-28,14
4518,547944,2011-03-28 14:59:00,2011-03-28,14
4519,547945,2011-03-28 14:59:00,2011-03-28,14
4520,547946,2011-03-28 14:59:00,2011-03-28,14
4521,547947,2011-03-28 15:03:00,2011-03-28,15
4522,547949,2011-03-28 15:10:00,2011-03-28,15
4523,547960,2011-03-28 15:27:00,2011-03-28,15
4524,547962,2011-03-28 15:38:00,2011-03-28,15
4525,547963,2011-03-28 15:42:00,2011-03-28,15
4526,547965,2011-03-28 15:47:00,2011-03-28,15
4527,547969,2011-03-28 16:27:00,2011-03-28,16
4528,547970,2011-03-28 16:28:00,2011-03-28,16
4529,547971,2011-03-28 16:37:00,2011-03-28,16
4530,547972,2011-03-28 16:41:00,2011-03-28,16
4531,547985,2011-03-29 08:43:00,2011-03-29,8
4532,547986,2011-03-29 08:46:00,2011-03-29,8
4533,547987,2011-03-29 09:11:00,2011-03-29,9
4534,547990,2011-03-29 09:53:00,2011-03-29,9
4535,547991,2011-03-29 09:54:00,2011-03-29,9
4536,548003,2011-03-29 10:39:00,2011-03-29,10
4537,548005,2011-03-29 10:49:00,2011-03-29,10
4538,548006,2011-03-29 10:50:00,2011-03-29,10
4539,548007,2011-03-29 10:51:00,2011-03-29,10
4540,548010,2011-03-29 11:04:00,2011-03-29,11
4541,548011,2011-03-29 11:14:00,2011-03-29,11
4542,548012,2011-03-29 11:15:00,2011-03-29,11
4543,548013,2011-03-29 11:25:00,2011-03-29,11
4544,548014,2011-03-29 11:29:00,2011-03-29,11
4545,548016,2011-03-29 11:39:00,2011-03-29,11
4546,548017,2011-03-29 11:42:00,2011-03-29,11
4547,548033,2011-03-29 12:01:00,2011-03-29,12
4548,548038,2011-03-29 12:03:00,2011-03-29,12
4549,548144,2011-03-29 12:29:00,2011-03-29,12
4550,548148,2011-03-29 12:31:00,2011-03-29,12
4551,548150,2011-03-29 12:55:00,2011-03-29,12
4552,548151,2011-03-29 12:57:00,2011-03-29,12
4553,548152,2011-03-29 13:04:00,2011-03-29,13
4554,548153,2011-03-29 13:05:00,2011-03-29,13
4555,548154,2011-03-29 13:06:00,2011-03-29,13
4556,548156,2011-03-29 13:22:00,2011-03-29,13
4557,548157,2011-03-29 13:27:00,2011-03-29,13
4558,548158,2011-03-29 13:28:00,2011-03-29,13
4559,548159,2011-03-29 13:32:00,2011-03-29,13
4560,548160,2011-03-29 13:33:00,2011-03-29,13
4561,548169,2011-03-29 13:48:00,2011-03-29,13
4562,548170,2011-03-29 13:53:00,2011-03-29,13
4563,548171,2011-03-29 13:58:00,2011-03-29,13
4564,548172,2011-03-29 14:13:00,2011-03-29,14
4565,548176,2011-03-29 14:20:00,2011-03-29,14
4566,548177,2011-03-29 14:31:00,2011-03-29,14
4567,548178,2011-03-29 14:35:00,2011-03-29,14
4568,548185,2011-03-29 14:58:00,2011-03-29,14
4569,548186,2011-03-29 15:02:00,2011-03-29,15
4570,548188,2011-03-29 15:12:00,2011-03-29,15
4571,548189,2011-03-29 15:15:00,2011-03-29,15
4572,548190,2011-03-29 15:18:00,2011-03-29,15
4573,548192,2011-03-29 15:22:00,2011-03-29,15
4574,548196,2011-03-29 15:44:00,2011-03-29,15
4575,548197,2011-03-29 15:53:00,2011-03-29,15
4576,548198,2011-03-29 16:05:00,2011-03-29,16
4577,548199,2011-03-29 16:12:00,2011-03-29,16
4578,548202,2011-03-29 16:36:00,2011-03-29,16
4579,548208,2011-03-29 17:12:00,2011-03-29,17
4580,548210,2011-03-29 17:23:00,2011-03-29,17
4581,548211,2011-03-30 09:06:00,2011-03-30,9
4582,548212,2011-03-30 09:12:00,2011-03-30,9
4583,548213,2011-03-30 09:15:00,2011-03-30,9
4584,548214,2011-03-30 09:17:00,2011-03-30,9
4585,548215,2011-03-30 09:19:00,2011-03-30,9
4586,548216,2011-03-30 09:27:00,2011-03-30,9
4587,548217,2011-03-30 09:31:00,2011-03-30,9
4588,548218,2011-03-30 09:36:00,2011-03-30,9
4589,548222,2011-03-30 10:16:00,2011-03-30,10
4590,548223,2011-03-30 10:18:00,2011-03-30,10
4591,548234,2011-03-30 10:32:00,2011-03-30,10
4592,548242,2011-03-30 10:34:00,2011-03-30,10
4593,548245,2011-03-30 10:36:00,2011-03-30,10
4594,548255,2011-03-30 10:46:00,2011-03-30,10
4595,548256,2011-03-30 10:50:00,2011-03-30,10
4596,548257,2011-03-30 10:54:00,2011-03-30,10
4597,548258,2011-03-30 11:04:00,2011-03-30,11
4598,548259,2011-03-30 11:12:00,2011-03-30,11
4599,548260,2011-03-30 11:18:00,2011-03-30,11
4600,548267,2011-03-30 11:32:00,2011-03-30,11
4601,548276,2011-03-30 11:39:00,2011-03-30,11
4602,548289,2011-03-30 11:48:00,2011-03-30,11
4603,548293,2011-03-30 11:51:00,2011-03-30,11
4604,548308,2011-03-30 12:00:00,2011-03-30,12
4605,548309,2011-03-30 12:02:00,2011-03-30,12
4606,548311,2011-03-30 12:05:00,2011-03-30,12
4607,548312,2011-03-30 12:12:00,2011-03-30,12
4608,548313,2011-03-30 12:15:00,2011-03-30,12
4609,548314,2011-03-30 12:24:00,2011-03-30,12
4610,548315,2011-03-30 12:34:00,2011-03-30,12
4611,548316,2011-03-30 12:35:00,2011-03-30,12
4612,548317,2011-03-30 12:43:00,2011-03-30,12
4613,548318,2011-03-30 12:45:00,2011-03-30,12
4614,548319,2011-03-30 12:48:00,2011-03-30,12
4615,548320,2011-03-30 12:54:00,2011-03-30,12
4616,548323,2011-03-30 13:00:00,2011-03-30,13
4617,548324,2011-03-30 13:01:00,2011-03-30,13
4618,548325,2011-03-30 13:01:00,2011-03-30,13
4619,548326,2011-03-30 13:02:00,2011-03-30,13
4620,548327,2011-03-30 13:05:00,2011-03-30,13
4621,548329,2011-03-30 13:14:00,2011-03-30,13
4622,548330,2011-03-30 13:26:00,2011-03-30,13
4623,548331,2011-03-30 13:28:00,2011-03-30,13
4624,548332,2011-03-30 13:39:00,2011-03-30,13
4625,548333,2011-03-30 13:44:00,2011-03-30,13
4626,548334,2011-03-30 13:56:00,2011-03-30,13
4627,548335,2011-03-30 13:57:00,2011-03-30,13
4628,548336,2011-03-30 14:06:00,2011-03-30,14
4629,548337,2011-03-30 14:06:00,2011-03-30,14
4630,548338,2011-03-30 14:08:00,2011-03-30,14
4631,548340,2011-03-30 14:23:00,2011-03-30,14
4632,548349,2011-03-30 14:39:00,2011-03-30,14
4633,548351,2011-03-30 14:51:00,2011-03-30,14
4634,548353,2011-03-30 15:05:00,2011-03-30,15
4635,548354,2011-03-30 15:06:00,2011-03-30,15
4636,548358,2011-03-30 15:29:00,2011-03-30,15
4637,548359,2011-03-30 15:31:00,2011-03-30,15
4638,548361,2011-03-30 15:38:00,2011-03-30,15
4639,548363,2011-03-30 15:48:00,2011-03-30,15
4640,548367,2011-03-30 15:51:00,2011-03-30,15
4641,548368,2011-03-30 15:52:00,2011-03-30,15
4642,548370,2011-03-30 16:14:00,2011-03-30,16
4643,548371,2011-03-30 16:28:00,2011-03-30,16
4644,548372,2011-03-30 16:34:00,2011-03-30,16
4645,548388,2011-03-30 16:52:00,2011-03-30,16
4646,548400,2011-03-30 17:33:00,2011-03-30,17
4647,548401,2011-03-31 09:07:00,2011-03-31,9
4648,548403,2011-03-31 09:36:00,2011-03-31,9
4649,548404,2011-03-31 09:38:00,2011-03-31,9
4650,548405,2011-03-31 09:48:00,2011-03-31,9
4651,548406,2011-03-31 09:57:00,2011-03-31,9
4652,548407,2011-03-31 10:07:00,2011-03-31,10
4653,548408,2011-03-31 10:26:00,2011-03-31,10
4654,548409,2011-03-31 10:27:00,2011-03-31,10
4655,548410,2011-03-31 10:29:00,2011-03-31,10
4656,548412,2011-03-31 10:38:00,2011-03-31,10
4657,548447,2011-03-31 10:53:00,2011-03-31,10
4658,548448,2011-03-31 11:07:00,2011-03-31,11
4659,548449,2011-03-31 11:08:00,2011-03-31,11
4660,548450,2011-03-31 11:20:00,2011-03-31,11
4661,548451,2011-03-31 11:25:00,2011-03-31,11
4662,548452,2011-03-31 11:37:00,2011-03-31,11
4663,548455,2011-03-31 11:49:00,2011-03-31,11
4664,548457,2011-03-31 11:52:00,2011-03-31,11
4665,548458,2011-03-31 11:53:00,2011-03-31,11
4666,548459,2011-03-31 11:57:00,2011-03-31,11
4667,548461,2011-03-31 12:08:00,2011-03-31,12
4668,548466,2011-03-31 12:19:00,2011-03-31,12
4669,548468,2011-03-31 12:28:00,2011-03-31,12
4670,548470,2011-03-31 12:36:00,2011-03-31,12
4671,548484,2011-03-31 12:43:00,2011-03-31,12
4672,548486,2011-03-31 12:51:00,2011-03-31,12
4673,548489,2011-03-31 13:10:00,2011-03-31,13
4674,548490,2011-03-31 13:13:00,2011-03-31,13
4675,548491,2011-03-31 13:14:00,2011-03-31,13
4676,548492,2011-03-31 13:14:00,2011-03-31,13
4677,548493,2011-03-31 13:14:00,2011-03-31,13
4678,548494,2011-03-31 13:33:00,2011-03-31,13
4679,548496,2011-03-31 13:40:00,2011-03-31,13
4680,548497,2011-03-31 13:43:00,2011-03-31,13
4681,548498,2011-03-31 13:46:00,2011-03-31,13
4682,548499,2011-03-31 13:47:00,2011-03-31,13
4683,548500,2011-03-31 13:49:00,2011-03-31,13
4684,548501,2011-03-31 13:50:00,2011-03-31,13
4685,548506,2011-03-31 14:42:00,2011-03-31,14
4686,548507,2011-03-31 14:47:00,2011-03-31,14
4687,548509,2011-03-31 15:00:00,2011-03-31,15
4688,548510,2011-03-31 15:02:00,2011-03-31,15
4689,548511,2011-03-31 15:43:00,2011-03-31,15
4690,548512,2011-03-31 15:54:00,2011-03-31,15
4691,548520,2011-03-31 16:40:00,2011-03-31,16
4692,548521,2011-03-31 16:41:00,2011-03-31,16
4693,548529,2011-03-31 16:56:00,2011-03-31,16
4694,548530,2011-03-31 17:06:00,2011-03-31,17
4695,548531,2011-03-31 17:12:00,2011-03-31,17
4696,548533,2011-03-31 17:17:00,2011-03-31,17
4697,548534,2011-03-31 17:28:00,2011-03-31,17
4698,548541,2011-03-31 17:59:00,2011-03-31,17
4699,548542,2011-03-31 18:05:00,2011-03-31,18
4700,548544,2011-03-31 18:49:00,2011-03-31,18
4701,548545,2011-03-31 19:12:00,2011-03-31,19
4702,548546,2011-03-31 19:20:00,2011-03-31,19
4703,548547,2011-03-31 19:42:00,2011-03-31,19
4704,548548,2011-03-31 19:54:00,2011-03-31,19
4705,548549,2011-03-31 19:55:00,2011-03-31,19
4706,548550,2011-04-01 08:22:00,2011-04-01,8
4707,548551,2011-04-01 08:56:00,2011-04-01,8
4708,548552,2011-04-01 09:06:00,2011-04-01,9
4709,548553,2011-04-01 09:19:00,2011-04-01,9
4710,548554,2011-04-01 09:19:00,2011-04-01,9
4711,548555,2011-04-01 09:21:00,2011-04-01,9
4712,548556,2011-04-01 09:25:00,2011-04-01,9
4713,548557,2011-04-01 09:56:00,2011-04-01,9
4714,548558,2011-04-01 10:05:00,2011-04-01,10
4715,548559,2011-04-01 10:08:00,2011-04-01,10
4716,548560,2011-04-01 10:10:00,2011-04-01,10
4717,548561,2011-04-01 10:11:00,2011-04-01,10
4718,548563,2011-04-01 10:21:00,2011-04-01,10
4719,548565,2011-04-01 10:23:00,2011-04-01,10
4720,548566,2011-04-01 10:27:00,2011-04-01,10
4721,548567,2011-04-01 10:34:00,2011-04-01,10
4722,548568,2011-04-01 10:43:00,2011-04-01,10
4723,548606,2011-04-01 11:10:00,2011-04-01,11
4724,548608,2011-04-01 11:20:00,2011-04-01,11
4725,548610,2011-04-01 11:28:00,2011-04-01,11
4726,548611,2011-04-01 11:31:00,2011-04-01,11
4727,548612,2011-04-01 11:34:00,2011-04-01,11
4728,548613,2011-04-01 11:46:00,2011-04-01,11
4729,548614,2011-04-01 11:47:00,2011-04-01,11
4730,548616,2011-04-01 11:48:00,2011-04-01,11
4731,548617,2011-04-01 11:50:00,2011-04-01,11
4732,548618,2011-04-01 11:50:00,2011-04-01,11
4733,548619,2011-04-01 11:51:00,2011-04-01,11
4734,548621,2011-04-01 11:54:00,2011-04-01,11
4735,548622,2011-04-01 12:09:00,2011-04-01,12
4736,548623,2011-04-01 12:10:00,2011-04-01,12
4737,548627,2011-04-01 12:19:00,2011-04-01,12
4738,548629,2011-04-01 12:21:00,2011-04-01,12
4739,548630,2011-04-01 12:22:00,2011-04-01,12
4740,548631,2011-04-01 12:24:00,2011-04-01,12
4741,548632,2011-04-01 12:25:00,2011-04-01,12
4742,548633,2011-04-01 12:25:00,2011-04-01,12
4743,548634,2011-04-01 12:26:00,2011-04-01,12
4744,548635,2011-04-01 12:27:00,2011-04-01,12
4745,548636,2011-04-01 12:29:00,2011-04-01,12
4746,548640,2011-04-01 12:41:00,2011-04-01,12
4747,548641,2011-04-01 12:56:00,2011-04-01,12
4748,548642,2011-04-01 13:00:00,2011-04-01,13
4749,548643,2011-04-01 13:01:00,2011-04-01,13
4750,548644,2011-04-01 13:02:00,2011-04-01,13
4751,548645,2011-04-01 13:04:00,2011-04-01,13
4752,548648,2011-04-01 13:20:00,2011-04-01,13
4753,548649,2011-04-01 13:21:00,2011-04-01,13
4754,548650,2011-04-01 13:22:00,2011-04-01,13
4755,548651,2011-04-01 13:33:00,2011-04-01,13
4756,548652,2011-04-01 13:34:00,2011-04-01,13
4757,548654,2011-04-01 13:47:00,2011-04-01,13
4758,548655,2011-04-01 13:47:00,2011-04-01,13
4759,548656,2011-04-01 14:05:00,2011-04-01,14
4760,548657,2011-04-01 14:07:00,2011-04-01,14
4761,548658,2011-04-01 14:19:00,2011-04-01,14
4762,548659,2011-04-01 14:19:00,2011-04-01,14
4763,548660,2011-04-01 14:24:00,2011-04-01,14
4764,548661,2011-04-01 14:28:00,2011-04-01,14
4765,548664,2011-04-01 14:45:00,2011-04-01,14
4766,548665,2011-04-01 14:53:00,2011-04-01,14
4767,548666,2011-04-01 14:58:00,2011-04-01,14
4768,548668,2011-04-01 15:03:00,2011-04-01,15
4769,548669,2011-04-01 15:13:00,2011-04-01,15
4770,548670,2011-04-01 15:37:00,2011-04-01,15
4771,548673,2011-04-01 16:18:00,2011-04-01,16
4772,548686,2011-04-01 16:49:00,2011-04-01,16
4773,548687,2011-04-01 16:50:00,2011-04-01,16
4774,548696,2011-04-03 10:10:00,2011-04-03,10
4775,548697,2011-04-03 10:49:00,2011-04-03,10
4776,548698,2011-04-03 10:55:00,2011-04-03,10
4777,548700,2011-04-03 11:11:00,2011-04-03,11
4778,548701,2011-04-03 11:36:00,2011-04-03,11
4779,548702,2011-04-03 11:36:00,2011-04-03,11
4780,548703,2011-04-03 11:37:00,2011-04-03,11
4781,548704,2011-04-03 11:45:00,2011-04-03,11
4782,548705,2011-04-03 11:47:00,2011-04-03,11
4783,548706,2011-04-03 11:51:00,2011-04-03,11
4784,548707,2011-04-03 12:08:00,2011-04-03,12
4785,548708,2011-04-03 12:41:00,2011-04-03,12
4786,548709,2011-04-03 12:46:00,2011-04-03,12
4787,548710,2011-04-03 13:24:00,2011-04-03,13
4788,548711,2011-04-03 14:24:00,2011-04-03,14
4789,548712,2011-04-03 14:42:00,2011-04-03,14
4790,548714,2011-04-03 15:07:00,2011-04-03,15
4791,548715,2011-04-03 15:22:00,2011-04-03,15
4792,548716,2011-04-03 15:50:00,2011-04-03,15
4793,548718,2011-04-04 08:50:00,2011-04-04,8
4794,548725,2011-04-04 09:08:00,2011-04-04,9
4795,548726,2011-04-04 09:38:00,2011-04-04,9
4796,548728,2011-04-04 09:55:00,2011-04-04,9
4797,548730,2011-04-04 10:11:00,2011-04-04,10
4798,548732,2011-04-04 10:16:00,2011-04-04,10
4799,548733,2011-04-04 10:29:00,2011-04-04,10
4800,548734,2011-04-04 10:40:00,2011-04-04,10
4801,548735,2011-04-04 10:52:00,2011-04-04,10
4802,548736,2011-04-04 11:01:00,2011-04-04,11
4803,548737,2011-04-04 11:18:00,2011-04-04,11
4804,548739,2011-04-04 11:28:00,2011-04-04,11
4805,548740,2011-04-04 11:34:00,2011-04-04,11
4806,548741,2011-04-04 12:00:00,2011-04-04,12
4807,548742,2011-04-04 12:00:00,2011-04-04,12
4808,548743,2011-04-04 12:05:00,2011-04-04,12
4809,548744,2011-04-04 12:07:00,2011-04-04,12
4810,548745,2011-04-04 12:10:00,2011-04-04,12
4811,548746,2011-04-04 12:11:00,2011-04-04,12
4812,548747,2011-04-04 12:17:00,2011-04-04,12
4813,548749,2011-04-04 12:29:00,2011-04-04,12
4814,548757,2011-04-04 12:31:00,2011-04-04,12
4815,548768,2011-04-04 12:34:00,2011-04-04,12
4816,548780,2011-04-04 12:37:00,2011-04-04,12
4817,548792,2011-04-04 12:42:00,2011-04-04,12
4818,548796,2011-04-04 12:42:00,2011-04-04,12
4819,548801,2011-04-04 12:44:00,2011-04-04,12
4820,548806,2011-04-04 12:52:00,2011-04-04,12
4821,548807,2011-04-04 12:54:00,2011-04-04,12
4822,548808,2011-04-04 12:55:00,2011-04-04,12
4823,548813,2011-04-04 13:03:00,2011-04-04,13
4824,548820,2011-04-04 13:04:00,2011-04-04,13
4825,548856,2011-04-04 13:26:00,2011-04-04,13
4826,548858,2011-04-04 13:29:00,2011-04-04,13
4827,548859,2011-04-04 13:32:00,2011-04-04,13
4828,548860,2011-04-04 13:38:00,2011-04-04,13
4829,548861,2011-04-04 13:42:00,2011-04-04,13
4830,548862,2011-04-04 13:47:00,2011-04-04,13
4831,548863,2011-04-04 13:57:00,2011-04-04,13
4832,548864,2011-04-04 14:00:00,2011-04-04,14
4833,548865,2011-04-04 14:09:00,2011-04-04,14
4834,548867,2011-04-04 14:17:00,2011-04-04,14
4835,548868,2011-04-04 14:28:00,2011-04-04,14
4836,548869,2011-04-04 14:31:00,2011-04-04,14
4837,548870,2011-04-04 14:41:00,2011-04-04,14
4838,548871,2011-04-04 14:42:00,2011-04-04,14
4839,548872,2011-04-04 14:42:00,2011-04-04,14
4840,548873,2011-04-04 15:10:00,2011-04-04,15
4841,548874,2011-04-04 15:18:00,2011-04-04,15
4842,548892,2011-04-04 15:35:00,2011-04-04,15
4843,548896,2011-04-04 16:21:00,2011-04-04,16
4844,548898,2011-04-04 16:28:00,2011-04-04,16
4845,548899,2011-04-04 16:31:00,2011-04-04,16
4846,548900,2011-04-04 16:36:00,2011-04-04,16
4847,548907,2011-04-05 08:25:00,2011-04-05,8
4848,548909,2011-04-05 08:43:00,2011-04-05,8
4849,548910,2011-04-05 08:51:00,2011-04-05,8
4850,548911,2011-04-05 09:09:00,2011-04-05,9
4851,548912,2011-04-05 09:32:00,2011-04-05,9
4852,548913,2011-04-05 09:45:00,2011-04-05,9
4853,548916,2011-04-05 10:07:00,2011-04-05,10
4854,548917,2011-04-05 10:13:00,2011-04-05,10
4855,548918,2011-04-05 10:13:00,2011-04-05,10
4856,548919,2011-04-05 10:18:00,2011-04-05,10
4857,548920,2011-04-05 10:19:00,2011-04-05,10
4858,548940,2011-04-05 10:31:00,2011-04-05,10
4859,548942,2011-04-05 10:40:00,2011-04-05,10
4860,548952,2011-04-05 10:46:00,2011-04-05,10
4861,548955,2011-04-05 10:47:00,2011-04-05,10
4862,548968,2011-04-05 10:58:00,2011-04-05,10
4863,548969,2011-04-05 11:01:00,2011-04-05,11
4864,548970,2011-04-05 11:03:00,2011-04-05,11
4865,548971,2011-04-05 11:29:00,2011-04-05,11
4866,548973,2011-04-05 11:44:00,2011-04-05,11
4867,548974,2011-04-05 11:47:00,2011-04-05,11
4868,548975,2011-04-05 11:47:00,2011-04-05,11
4869,548978,2011-04-05 12:08:00,2011-04-05,12
4870,548979,2011-04-05 12:12:00,2011-04-05,12
4871,548981,2011-04-05 12:24:00,2011-04-05,12
4872,548983,2011-04-05 12:30:00,2011-04-05,12
4873,548984,2011-04-05 12:37:00,2011-04-05,12
4874,548985,2011-04-05 12:46:00,2011-04-05,12
4875,548987,2011-04-05 12:50:00,2011-04-05,12
4876,548988,2011-04-05 13:07:00,2011-04-05,13
4877,548990,2011-04-05 13:42:00,2011-04-05,13
4878,548991,2011-04-05 13:48:00,2011-04-05,13
4879,548992,2011-04-05 13:52:00,2011-04-05,13
4880,548993,2011-04-05 13:56:00,2011-04-05,13
4881,549007,2011-04-05 14:38:00,2011-04-05,14
4882,549012,2011-04-05 14:51:00,2011-04-05,14
4883,549014,2011-04-05 15:00:00,2011-04-05,15
4884,549015,2011-04-05 15:12:00,2011-04-05,15
4885,549016,2011-04-05 15:20:00,2011-04-05,15
4886,549017,2011-04-05 15:20:00,2011-04-05,15
4887,549018,2011-04-05 15:21:00,2011-04-05,15
4888,549020,2011-04-05 15:36:00,2011-04-05,15
4889,549021,2011-04-05 16:13:00,2011-04-05,16
4890,549022,2011-04-05 16:23:00,2011-04-05,16
4891,549026,2011-04-05 16:42:00,2011-04-05,16
4892,549027,2011-04-05 17:02:00,2011-04-05,17
4893,549044,2011-04-06 09:11:00,2011-04-06,9
4894,549046,2011-04-06 10:07:00,2011-04-06,10
4895,549047,2011-04-06 10:07:00,2011-04-06,10
4896,549048,2011-04-06 10:14:00,2011-04-06,10
4897,549052,2011-04-06 10:19:00,2011-04-06,10
4898,549053,2011-04-06 10:20:00,2011-04-06,10
4899,549054,2011-04-06 10:21:00,2011-04-06,10
4900,549055,2011-04-06 10:33:00,2011-04-06,10
4901,549056,2011-04-06 10:40:00,2011-04-06,10
4902,549059,2011-04-06 10:46:00,2011-04-06,10
4903,549099,2011-04-06 11:07:00,2011-04-06,11
4904,549101,2011-04-06 11:34:00,2011-04-06,11
4905,549102,2011-04-06 11:34:00,2011-04-06,11
4906,549104,2011-04-06 11:43:00,2011-04-06,11
4907,549105,2011-04-06 12:05:00,2011-04-06,12
4908,549106,2011-04-06 12:08:00,2011-04-06,12
4909,549107,2011-04-06 12:08:00,2011-04-06,12
4910,549115,2011-04-06 12:41:00,2011-04-06,12
4911,549116,2011-04-06 12:49:00,2011-04-06,12
4912,549117,2011-04-06 12:56:00,2011-04-06,12
4913,549118,2011-04-06 13:18:00,2011-04-06,13
4914,549119,2011-04-06 13:23:00,2011-04-06,13
4915,549120,2011-04-06 13:28:00,2011-04-06,13
4916,549121,2011-04-06 13:33:00,2011-04-06,13
4917,549123,2011-04-06 14:02:00,2011-04-06,14
4918,549124,2011-04-06 14:03:00,2011-04-06,14
4919,549125,2011-04-06 14:13:00,2011-04-06,14
4920,549126,2011-04-06 14:23:00,2011-04-06,14
4921,549127,2011-04-06 14:23:00,2011-04-06,14
4922,549128,2011-04-06 14:25:00,2011-04-06,14
4923,549129,2011-04-06 14:53:00,2011-04-06,14
4924,549130,2011-04-06 15:02:00,2011-04-06,15
4925,549131,2011-04-06 15:07:00,2011-04-06,15
4926,549148,2011-04-06 15:31:00,2011-04-06,15
4927,549153,2011-04-06 15:47:00,2011-04-06,15
4928,549154,2011-04-06 16:47:00,2011-04-06,16
4929,549169,2011-04-06 17:25:00,2011-04-06,17
4930,549182,2011-04-07 09:12:00,2011-04-07,9
4931,549183,2011-04-07 09:16:00,2011-04-07,9
4932,549185,2011-04-07 09:35:00,2011-04-07,9
4933,549186,2011-04-07 09:39:00,2011-04-07,9
4934,549187,2011-04-07 10:09:00,2011-04-07,10
4935,549188,2011-04-07 10:10:00,2011-04-07,10
4936,549189,2011-04-07 10:11:00,2011-04-07,10
4937,549190,2011-04-07 10:13:00,2011-04-07,10
4938,549192,2011-04-07 10:20:00,2011-04-07,10
4939,549193,2011-04-07 10:24:00,2011-04-07,10
4940,549196,2011-04-07 10:33:00,2011-04-07,10
4941,549206,2011-04-07 10:38:00,2011-04-07,10
4942,549222,2011-04-07 10:43:00,2011-04-07,10
4943,549225,2011-04-07 10:54:00,2011-04-07,10
4944,549233,2011-04-07 11:06:00,2011-04-07,11
4945,549234,2011-04-07 11:12:00,2011-04-07,11
4946,549235,2011-04-07 11:16:00,2011-04-07,11
4947,549237,2011-04-07 11:29:00,2011-04-07,11
4948,549238,2011-04-07 11:30:00,2011-04-07,11
4949,549239,2011-04-07 11:37:00,2011-04-07,11
4950,549240,2011-04-07 11:37:00,2011-04-07,11
4951,549241,2011-04-07 11:40:00,2011-04-07,11
4952,549242,2011-04-07 11:41:00,2011-04-07,11
4953,549243,2011-04-07 11:47:00,2011-04-07,11
4954,549245,2011-04-07 11:59:00,2011-04-07,11
4955,549246,2011-04-07 12:02:00,2011-04-07,12
4956,549247,2011-04-07 12:04:00,2011-04-07,12
4957,549248,2011-04-07 12:04:00,2011-04-07,12
4958,549249,2011-04-07 12:04:00,2011-04-07,12
4959,549250,2011-04-07 12:10:00,2011-04-07,12
4960,549251,2011-04-07 12:16:00,2011-04-07,12
4961,549255,2011-04-07 12:23:00,2011-04-07,12
4962,549256,2011-04-07 12:24:00,2011-04-07,12
4963,549257,2011-04-07 12:29:00,2011-04-07,12
4964,549258,2011-04-07 12:30:00,2011-04-07,12
4965,549259,2011-04-07 12:33:00,2011-04-07,12
4966,549260,2011-04-07 12:34:00,2011-04-07,12
4967,549261,2011-04-07 12:35:00,2011-04-07,12
4968,549262,2011-04-07 12:38:00,2011-04-07,12
4969,549263,2011-04-07 12:39:00,2011-04-07,12
4970,549272,2011-04-07 12:59:00,2011-04-07,12
