customer_key,customer_id,country_key,country_name,valid_from,valid_to,current_flag
968,13630,36,United Kingdom,2011-02-27 12:49:00,,True
969,13631,36,United Kingdom,2011-03-17 17:13:00,,True
970,13632,36,United Kingdom,2011-04-10 15:07:00,,True
971,13634,36,United Kingdom,2011-01-16 15:30:00,,True
972,13635,36,United Kingdom,2011-10-03 10:55:00,,True
973,13636,36,United Kingdom,2011-02-27 14:29:00,,True
974,13637,36,United Kingdom,2011-04-27 13:06:00,,True
975,13638,36,United Kingdom,2011-11-24 10:38:00,,True
976,13639,36,United Kingdom,2011-09-26 13:36:00,,True
977,13642,36,United Kingdom,2011-05-08 12:34:00,,True
978,13643,36,United Kingdom,2011-06-07 11:40:00,,True
979,13644,36,United Kingdom,2011-08-26 11:53:00,,True
980,13645,36,United Kingdom,2011-08-11 16:11:00,,True
981,13647,36,United Kingdom,2011-04-19 09:49:00,,True
982,13649,36,United Kingdom,2010-12-08 14:46:00,,True
983,13650,36,United Kingdom,2011-03-17 12:37:00,,True
984,13651,36,United Kingdom,2011-10-31 12:11:00,,True
985,13652,36,United Kingdom,2010-12-06 09:21:00,,True
986,13654,36,United Kingdom,2011-03-11 12:54:00,,True
987,13655,36,United Kingdom,2011-04-12 09:53:00,,True
988,13656,36,United Kingdom,2011-01-06 15:42:00,,True
989,13657,36,United Kingdom,2011-05-22 12:35:00,,True
990,13658,36,United Kingdom,2011-05-19 17:15:00,,True
991,13659,36,United Kingdom,2011-01-23 12:08:00,,True
992,13662,36,United Kingdom,2011-03-25 13:23:00,,True
993,13663,36,United Kingdom,2011-06-13 15:44:00,,True
994,13666,36,United Kingdom,2011-02-25 13:05:00,,True
995,13667,36,United Kingdom,2011-07-13 15:42:00,,True
996,13668,36,United Kingdom,2010-12-12 12:35:00,,True
997,13669,36,United Kingdom,2011-07-13 11:44:00,,True
998,13670,36,United Kingdom,2011-09-25 15:25:00,,True
999,13672,36,United Kingdom,2011-01-11 13:54:00,,True
1000,13673,36,United Kingdom,2011-11-07 15:40:00,,True
1001,13675,36,United Kingdom,2011-02-28 12:14:00,,True
1002,13678,36,United Kingdom,2011-07-11 10:14:00,,True
1003,13680,36,United Kingdom,2011-01-04 14:12:00,,True
1004,13681,36,United Kingdom,2011-07-07 15:21:00,,True
1005,13682,36,United Kingdom,2011-06-05 14:06:00,,True
1006,13684,36,United Kingdom,2011-02-27 10:13:00,,True
1007,13685,36,United Kingdom,2011-10-10 12:59:00,,True
1008,13686,36,United Kingdom,2011-06-10 09:10:00,,True
1009,13689,36,United Kingdom,2011-10-07 13:21:00,,True
1010,13690,36,United Kingdom,2011-10-11 15:03:00,,True
1011,13692,36,United Kingdom,2011-04-17 12:57:00,,True
1012,13694,36,United Kingdom,2010-12-01 12:12:00,,True
1013,13695,36,United Kingdom,2011-03-25 11:31:00,,True
1014,13697,36,United Kingdom,2011-11-01 09:14:00,,True
1015,13699,36,United Kingdom,2011-07-07 16:51:00,,True
1016,13700,36,United Kingdom,2011-01-16 13:18:00,,True
1017,13703,36,United Kingdom,2011-01-25 13:10:00,,True
1018,13704,36,United Kingdom,2011-09-12 14:40:00,,True
1019,13705,36,United Kingdom,2010-12-01 10:29:00,,True
1020,13706,36,United Kingdom,2011-02-10 09:21:00,,True
1021,13707,36,United Kingdom,2011-01-28 13:27:00,,True
1022,13708,36,United Kingdom,2011-03-13 13:46:00,,True
1023,13709,36,United Kingdom,2011-01-28 14:57:00,,True
1024,13710,36,United Kingdom,2011-11-08 08:16:00,,True
1025,13711,36,United Kingdom,2011-05-05 10:29:00,,True
1026,13712,36,United Kingdom,2011-04-07 12:33:00,,True
1027,13715,36,United Kingdom,2010-12-02 08:52:00,,True
1028,13716,36,United Kingdom,2011-03-15 13:49:00,,True
1029,13717,36,United Kingdom,2011-02-14 13:21:00,,True
1030,13718,36,United Kingdom,2011-02-17 11:58:00,,True
1031,13719,36,United Kingdom,2011-04-19 13:56:00,,True
1032,13720,36,United Kingdom,2011-03-30 09:17:00,,True
1033,13721,36,United Kingdom,2011-11-03 14:05:00,,True
1034,13722,36,United Kingdom,2011-03-02 11:43:00,,True
1035,13723,36,United Kingdom,2011-05-06 17:04:00,,True
1036,13725,36,United Kingdom,2011-02-04 12:18:00,,True
1037,13726,36,United Kingdom,2011-08-31 11:06:00,,True
1038,13727,36,United Kingdom,2011-11-06 12:16:00,,True
1039,13728,36,United Kingdom,2011-02-02 12:09:00,,True
1040,13730,36,United Kingdom,2011-07-01 12:47:00,,True
1041,13731,36,United Kingdom,2011-04-07 10:10:00,,True
1042,13732,36,United Kingdom,2011-11-11 15:49:00,,True
1043,13735,36,United Kingdom,2011-04-19 13:49:00,,True
1044,13736,36,United Kingdom,2011-03-24 13:04:00,,True
1045,13737,36,United Kingdom,2011-05-23 16:32:00,,True
1046,13739,36,United Kingdom,2011-11-21 13:35:00,,True
1047,13740,36,United Kingdom,2011-04-13 10:32:00,,True
1048,13741,36,United Kingdom,2011-05-06 13:43:00,,True
1049,13742,36,United Kingdom,2011-01-23 14:59:00,,True
1050,13743,36,United Kingdom,2011-03-25 14:46:00,,True
1051,13744,36,United Kingdom,2011-02-20 14:08:00,,True
1052,13745,36,United Kingdom,2011-06-30 16:43:00,,True
1053,13747,36,United Kingdom,2010-12-01 10:37:00,,True
1054,13748,36,United Kingdom,2010-12-01 09:00:00,,True
1055,13750,36,United Kingdom,2011-01-07 11:49:00,,True
1056,13751,36,United Kingdom,2011-02-24 15:56:00,,True
1057,13752,36,United Kingdom,2011-04-07 12:04:00,,True
1058,13753,36,United Kingdom,2011-02-25 12:48:00,,True
1059,13754,36,United Kingdom,2011-01-26 14:58:00,,True
1060,13755,36,United Kingdom,2011-10-07 15:45:00,,True
1061,13756,36,United Kingdom,2010-12-07 11:41:00,,True
1062,13758,36,United Kingdom,2010-12-01 12:08:00,,True
1063,13759,36,United Kingdom,2011-09-29 15:40:00,,True
1064,13760,36,United Kingdom,2011-03-28 12:52:00,,True
1065,13761,36,United Kingdom,2011-06-13 08:43:00,,True
1066,13762,36,United Kingdom,2011-05-05 09:15:00,,True
1067,13763,36,United Kingdom,2011-10-07 15:13:00,,True
1068,13764,36,United Kingdom,2011-01-06 14:53:00,,True
1069,13767,36,United Kingdom,2010-12-01 10:47:00,,True
1070,13769,36,United Kingdom,2010-12-07 13:28:00,,True
1071,13771,36,United Kingdom,2011-04-06 15:47:00,,True
1072,13772,36,United Kingdom,2011-04-14 12:31:00,,True
1073,13774,36,United Kingdom,2011-09-19 12:06:00,,True
1074,13777,36,United Kingdom,2010-12-01 16:01:00,,True
1075,13778,36,United Kingdom,2011-08-28 15:25:00,,True
1076,13780,36,United Kingdom,2011-06-22 11:43:00,,True
1077,13781,36,United Kingdom,2011-04-03 12:08:00,,True
1078,13782,36,United Kingdom,2011-01-16 11:08:00,,True
1079,13784,36,United Kingdom,2011-01-11 14:38:00,,True
1080,13786,36,United Kingdom,2010-12-07 13:53:00,,True
1081,13787,36,United Kingdom,2010-12-10 14:45:00,,True
1082,13790,36,United Kingdom,2011-12-05 15:48:00,,True
1083,13791,36,United Kingdom,2011-06-24 16:38:00,,True
1084,13792,36,United Kingdom,2011-02-25 14:03:00,,True
1085,13798,36,United Kingdom,2010-12-02 17:24:00,,True
1086,13799,36,United Kingdom,2011-02-18 14:18:00,,True
1087,13800,36,United Kingdom,2011-02-03 12:27:00,,True
1088,13801,36,United Kingdom,2011-10-04 10:15:00,,True
1089,13802,36,United Kingdom,2011-02-01 12:03:00,,True
1090,13803,36,United Kingdom,2011-03-29 12:57:00,,True
1091,13804,36,United Kingdom,2011-02-23 09:09:00,,True
1092,13805,36,United Kingdom,2011-08-02 15:29:00,,True
1093,13806,36,United Kingdom,2011-10-07 11:43:00,,True
1094,13807,36,United Kingdom,2010-12-07 15:48:00,,True
1095,13808,36,United Kingdom,2011-09-04 12:07:00,,True
1096,13809,8,Cyprus,2011-02-07 13:15:00,,True
1097,13810,15,Germany,2011-10-14 12:57:00,,True
1098,13811,15,Germany,2011-04-14 18:40:00,,True
1099,13812,15,Germany,2011-08-26 12:54:00,,True
1100,13813,15,Germany,2011-07-28 10:33:00,,True
1101,13814,15,Germany,2011-07-25 13:54:00,,True
1102,13815,15,Germany,2011-01-25 12:16:00,,True
1103,13816,15,Germany,2011-10-06 14:37:00,,True
1104,13817,15,Germany,2010-12-23 11:46:00,,True
1105,13819,36,United Kingdom,2011-01-24 10:38:00,,True
1106,13821,36,United Kingdom,2011-03-23 11:30:00,,True
1107,13822,36,United Kingdom,2011-10-30 15:55:00,,True
1108,13823,36,United Kingdom,2011-09-09 10:42:00,,True
1109,13824,36,United Kingdom,2011-02-02 13:07:00,,True
1110,13826,36,United Kingdom,2011-06-16 13:48:00,,True
1111,13827,36,United Kingdom,2011-07-19 15:38:00,,True
1112,13828,36,United Kingdom,2011-11-17 16:02:00,,True
1113,13831,36,United Kingdom,2010-12-05 12:13:00,,True
1114,13832,36,United Kingdom,2011-11-20 15:36:00,,True
1115,13833,36,United Kingdom,2011-07-03 13:27:00,,True
1116,13835,36,United Kingdom,2011-05-08 15:22:00,,True
1117,13837,36,United Kingdom,2011-01-26 12:15:00,,True
1118,13838,36,United Kingdom,2010-12-05 10:45:00,,True
1119,13841,36,United Kingdom,2011-04-01 12:10:00,,True
1120,13842,36,United Kingdom,2010-12-08 10:39:00,,True
1121,13844,36,United Kingdom,2011-11-28 13:21:00,,True
1122,13845,36,United Kingdom,2011-10-06 08:25:00,,True
1123,13846,36,United Kingdom,2010-12-14 16:07:00,,True
1124,13848,36,United Kingdom,2010-12-08 15:10:00,,True
1125,13849,36,United Kingdom,2011-06-22 10:11:00,,True
1126,13850,36,United Kingdom,2011-08-02 14:04:00,,True
1127,13851,36,United Kingdom,2011-02-24 17:18:00,,True
1128,13853,36,United Kingdom,2011-10-13 14:18:00,,True
1129,13854,36,United Kingdom,2010-12-09 10:48:00,,True
1130,13856,36,United Kingdom,2011-05-20 13:13:00,,True
1131,13858,36,United Kingdom,2011-10-13 16:17:00,,True
1132,13859,36,United Kingdom,2011-01-17 16:14:00,,True
1133,13860,36,United Kingdom,2011-09-14 09:27:00,,True
1134,13862,36,United Kingdom,2011-01-11 15:13:00,,True
1135,13863,36,United Kingdom,2011-04-06 10:20:00,,True
1136,13865,36,United Kingdom,2011-02-23 12:04:00,,True
1137,13866,36,United Kingdom,2011-09-26 14:54:00,,True
1138,13867,36,United Kingdom,2011-05-05 17:28:00,,True
1139,13868,36,United Kingdom,2011-11-01 12:45:00,,True
1140,13869,36,United Kingdom,2010-12-17 15:14:00,,True
1141,13870,36,United Kingdom,2011-02-25 09:09:00,,True
1142,13871,36,United Kingdom,2011-02-04 09:30:00,,True
1143,13873,36,United Kingdom,2011-02-03 09:37:00,,True
1144,13874,36,United Kingdom,2010-12-16 18:20:00,,True
1145,13875,36,United Kingdom,2011-02-11 15:39:00,,True
1146,13876,36,United Kingdom,2011-10-07 10:22:00,,True
1147,13877,36,United Kingdom,2011-09-14 15:49:00,,True
1148,13878,36,United Kingdom,2011-10-16 12:19:00,,True
1149,13880,36,United Kingdom,2010-12-07 14:00:00,,True
1150,13881,36,United Kingdom,2011-02-01 10:14:00,,True
1151,13882,36,United Kingdom,2011-10-06 15:28:00,,True
1152,13883,36,United Kingdom,2011-03-31 17:17:00,,True
1153,13884,36,United Kingdom,2011-03-01 13:40:00,,True
1154,13885,36,United Kingdom,2011-05-23 08:52:00,,True
1155,13886,36,United Kingdom,2011-09-29 13:17:00,,True
1156,13887,36,United Kingdom,2011-05-19 17:22:00,,True
1157,13888,36,United Kingdom,2011-05-05 14:41:00,,True
1158,13889,36,United Kingdom,2011-09-08 09:13:00,,True
1159,13890,36,United Kingdom,2010-12-16 09:31:00,,True
1160,13892,36,United Kingdom,2011-04-07 12:04:00,,True
1161,13893,36,United Kingdom,2011-02-15 11:30:00,,True
1162,13894,36,United Kingdom,2011-02-02 12:54:00,,True
1163,13895,36,United Kingdom,2011-06-28 10:17:00,,True
1164,13897,36,United Kingdom,2011-10-20 14:30:00,,True
1165,13898,36,United Kingdom,2011-01-18 10:28:00,,True
1166,13899,36,United Kingdom,2011-03-10 09:30:00,,True
1167,13900,36,United Kingdom,2011-03-22 10:13:00,,True
1168,13901,36,United Kingdom,2011-01-25 09:01:00,,True
1169,13904,36,United Kingdom,2011-02-18 11:18:00,,True
1170,13908,36,United Kingdom,2011-03-08 12:04:00,,True
1171,13911,36,United Kingdom,2011-02-04 14:46:00,,True
1172,13914,36,United Kingdom,2011-11-03 16:28:00,,True
1173,13917,36,United Kingdom,2011-06-01 12:46:00,,True
1174,13918,36,United Kingdom,2011-03-31 18:05:00,,True
1175,13919,10,Denmark,2011-08-10 10:15:00,,True
1176,13922,36,United Kingdom,2010-12-23 10:38:00,,True
1177,13923,36,United Kingdom,2011-10-17 12:33:00,,True
1178,13924,36,United Kingdom,2011-09-28 15:07:00,,True
1179,13925,36,United Kingdom,2011-07-28 12:09:00,,True
1180,13926,36,United Kingdom,2011-11-16 13:16:00,,True
1181,13927,36,United Kingdom,2011-09-26 12:00:00,,True
1182,13928,36,United Kingdom,2011-07-29 15:59:00,,True
1183,13929,36,United Kingdom,2011-01-17 15:11:00,,True
1184,13930,36,United Kingdom,2011-07-26 11:00:00,,True
1185,13931,36,United Kingdom,2011-03-04 08:43:00,,True
1186,13932,36,United Kingdom,2011-02-18 12:02:00,,True
1187,13933,36,United Kingdom,2011-07-14 13:35:00,,True
1188,13934,36,United Kingdom,2011-03-21 08:39:00,,True
1189,13936,36,United Kingdom,2011-06-13 08:47:00,,True
1190,13937,36,United Kingdom,2011-06-23 16:35:00,,True
1191,13938,36,United Kingdom,2011-11-04 14:37:00,,True
1192,13939,36,United Kingdom,2011-02-01 11:30:00,,True
1193,13940,36,United Kingdom,2011-07-18 16:05:00,,True
1194,13941,36,United Kingdom,2010-12-02 10:17:00,,True
1195,13946,36,United Kingdom,2011-03-17 10:02:00,,True
1196,13947,36,United Kingdom,2011-10-05 14:42:00,,True
1197,13948,36,United Kingdom,2010-12-14 10:18:00,,True
1198,13949,36,United Kingdom,2011-09-06 11:55:00,,True
1199,13950,36,United Kingdom,2011-04-07 11:29:00,,True
1200,13951,36,United Kingdom,2011-02-18 15:21:00,,True
1201,13952,36,United Kingdom,2011-04-15 09:27:00,,True
1202,13953,36,United Kingdom,2010-12-22 10:29:00,,True
1203,13954,36,United Kingdom,2011-09-30 10:52:00,,True
1204,13955,36,United Kingdom,2011-02-07 12:24:00,,True
1205,13956,36,United Kingdom,2011-03-13 12:51:00,,True
1206,13959,36,United Kingdom,2010-12-12 13:56:00,,True
1207,13960,36,United Kingdom,2011-09-29 12:39:00,,True
1208,13962,36,United Kingdom,2011-04-08 11:21:00,,True
1209,13963,36,United Kingdom,2010-12-07 09:21:00,,True
1210,13967,36,United Kingdom,2011-07-17 12:02:00,,True
1211,13969,36,United Kingdom,2010-12-09 19:32:00,,True
1212,13971,36,United Kingdom,2011-02-27 12:27:00,,True
1213,13972,36,United Kingdom,2011-05-22 11:34:00,,True
1214,13973,36,United Kingdom,2011-02-25 15:21:00,,True
1215,13974,36,United Kingdom,2011-10-21 14:41:00,,True
1216,13975,36,United Kingdom,2011-03-08 12:19:00,,True
1217,13976,36,United Kingdom,2011-05-17 09:13:00,,True
1218,13978,36,United Kingdom,2011-10-25 15:04:00,,True
1219,13979,36,United Kingdom,2011-09-27 13:32:00,,True
1220,13980,36,United Kingdom,2011-10-10 13:34:00,,True
1221,13982,36,United Kingdom,2010-12-09 13:57:00,,True
1222,13983,36,United Kingdom,2010-12-08 10:38:00,,True
1223,13984,36,United Kingdom,2010-12-08 15:58:00,,True
1224,13985,36,United Kingdom,2011-03-20 13:48:00,,True
1225,13986,36,United Kingdom,2011-11-22 15:00:00,,True
1226,13988,36,United Kingdom,2011-03-30 11:48:00,,True
1227,13989,36,United Kingdom,2011-04-14 15:39:00,,True
1228,13990,36,United Kingdom,2011-05-10 15:19:00,,True
1229,13991,36,United Kingdom,2011-07-19 12:58:00,,True
1230,13992,36,United Kingdom,2011-11-09 15:23:00,,True
1231,13993,36,United Kingdom,2011-01-13 10:43:00,,True
1232,13994,36,United Kingdom,2011-07-14 18:28:00,,True
1233,13995,36,United Kingdom,2011-04-08 08:20:00,,True
1234,13999,36,United Kingdom,2010-12-13 11:23:00,,True
1235,14000,36,United Kingdom,2011-05-12 16:50:00,,True
1236,14001,36,United Kingdom,2010-12-01 12:58:00,,True
1237,14002,36,United Kingdom,2011-07-06 14:59:00,,True
1238,14004,36,United Kingdom,2011-02-24 09:28:00,,True
1239,14005,36,United Kingdom,2011-05-08 10:33:00,,True
1240,14006,36,United Kingdom,2011-01-31 15:11:00,,True
1241,14009,36,United Kingdom,2011-05-18 13:00:00,,True
1242,14012,36,United Kingdom,2011-03-07 12:26:00,,True
1243,14013,36,United Kingdom,2011-03-09 08:59:00,,True
1244,14014,36,United Kingdom,2011-09-23 13:18:00,,True
1245,14015,36,United Kingdom,2011-10-18 10:02:00,,True
1246,14016,11,EIRE,2010-12-17 14:21:00,,True
1247,14019,36,United Kingdom,2011-07-24 15:39:00,,True
1248,14020,36,United Kingdom,2011-09-12 15:32:00,,True
1249,14021,36,United Kingdom,2011-03-28 15:10:00,,True
1250,14022,36,United Kingdom,2011-04-28 14:39:00,,True
1251,14023,36,United Kingdom,2011-04-03 15:50:00,,True
1252,14024,36,United Kingdom,2011-08-07 13:31:00,,True
1253,14027,36,United Kingdom,2011-10-10 09:01:00,,True
1254,14029,36,United Kingdom,2011-07-18 16:57:00,,True
1255,14030,36,United Kingdom,2010-12-08 16:11:00,,True
1256,14031,36,United Kingdom,2010-12-02 16:34:00,,True
1257,14032,36,United Kingdom,2010-12-08 10:53:00,,True
1258,14034,36,United Kingdom,2011-07-05 13:06:00,,True
1259,14035,36,United Kingdom,2011-02-15 12:48:00,,True
1260,14036,36,United Kingdom,2011-02-28 09:26:00,,True
1261,14037,36,United Kingdom,2010-12-10 11:39:00,,True
1262,14038,36,United Kingdom,2011-05-16 14:05:00,,True
1263,14039,36,United Kingdom,2011-11-06 13:48:00,,True
1264,14040,36,United Kingdom,2011-01-12 14:57:00,,True
1265,14041,36,United Kingdom,2011-03-18 13:25:00,,True
1266,14044,36,United Kingdom,2011-02-03 11:39:00,,True
1267,14045,36,United Kingdom,2010-12-01 11:32:00,,True
1268,14046,36,United Kingdom,2011-02-28 14:48:00,,True
1269,14047,36,United Kingdom,2010-12-02 10:09:00,,True
1270,14048,36,United Kingdom,2011-02-07 14:53:00,,True
1271,14049,36,United Kingdom,2011-01-26 11:27:00,,True
1272,14050,36,United Kingdom,2011-08-25 13:46:00,,True
1273,14051,36,United Kingdom,2010-12-08 12:49:00,,True
1274,14052,36,United Kingdom,2011-11-20 12:30:00,,True
1275,14053,36,United Kingdom,2011-07-03 12:21:00,,True
1276,14054,36,United Kingdom,2011-10-05 15:49:00,,True
1277,14055,36,United Kingdom,2011-08-25 15:04:00,,True
1278,14056,36,United Kingdom,2011-02-28 15:19:00,,True
1279,14057,36,United Kingdom,2010-12-14 12:11:00,,True
1280,14059,36,United Kingdom,2011-03-18 10:06:00,,True
1281,14060,36,United Kingdom,2010-12-02 12:11:00,,True
1282,14062,36,United Kingdom,2010-12-10 15:56:00,,True
1283,14064,36,United Kingdom,2011-03-10 12:59:00,,True
1284,14066,36,United Kingdom,2011-03-18 12:21:00,,True
1285,14067,36,United Kingdom,2011-09-04 12:00:00,,True
1286,14068,36,United Kingdom,2011-01-23 16:02:00,,True
1287,14071,36,United Kingdom,2011-03-20 11:33:00,,True
1288,14073,36,United Kingdom,2011-11-07 15:49:00,,True
1289,14075,36,United Kingdom,2011-03-23 16:35:00,,True
1290,14076,36,United Kingdom,2011-08-02 15:19:00,,True
1291,14077,36,United Kingdom,2011-03-10 15:52:00,,True
1292,14078,36,United Kingdom,2010-12-01 12:54:00,,True
1293,14079,36,United Kingdom,2011-08-07 12:10:00,,True
1294,14080,36,United Kingdom,2011-11-07 11:09:00,,True
1295,14081,36,United Kingdom,2010-12-05 15:47:00,,True
1296,14082,36,United Kingdom,2010-12-10 11:02:00,,True
1297,14083,36,United Kingdom,2010-12-03 12:24:00,,True
1298,14085,36,United Kingdom,2010-12-06 12:39:00,,True
1299,14087,36,United Kingdom,2011-12-07 12:41:00,,True
1300,14088,36,United Kingdom,2011-01-21 13:07:00,,True
1301,14089,36,United Kingdom,2011-10-14 10:38:00,,True
1302,14090,36,United Kingdom,2011-01-19 10:51:00,,True
1303,14092,36,United Kingdom,2010-12-16 15:47:00,,True
1304,14093,36,United Kingdom,2011-11-27 16:27:00,,True
1305,14096,36,United Kingdom,2011-08-30 10:49:00,,True
1306,14098,36,United Kingdom,2011-11-03 10:13:00,,True
1307,14099,36,United Kingdom,2010-12-20 11:14:00,,True
1308,14100,36,United Kingdom,2011-07-25 11:01:00,,True
1309,14101,36,United Kingdom,2011-01-17 13:09:00,,True
1310,14102,36,United Kingdom,2011-10-26 12:46:00,,True
1311,14104,36,United Kingdom,2011-06-27 12:49:00,,True
1312,14105,36,United Kingdom,2011-04-14 17:58:00,,True
1313,14107,36,United Kingdom,2010-12-10 13:29:00,,True
1314,14108,36,United Kingdom,2011-08-30 11:32:00,,True
1315,14109,36,United Kingdom,2011-09-28 10:18:00,,True
1316,14110,36,United Kingdom,2011-03-18 09:59:00,,True
1317,14111,36,United Kingdom,2011-04-12 11:36:00,,True
1318,14112,36,United Kingdom,2011-03-09 11:28:00,,True
1319,14113,36,United Kingdom,2010-12-20 12:14:00,,True
1320,14114,36,United Kingdom,2011-01-13 11:05:00,,True
1321,14116,36,United Kingdom,2011-08-10 12:44:00,,True
1322,14117,36,United Kingdom,2011-07-19 09:49:00,,True
1323,14121,36,United Kingdom,2011-10-11 10:39:00,,True
1324,14124,36,United Kingdom,2011-09-16 13:32:00,,True
1325,14125,36,United Kingdom,2011-09-22 15:40:00,,True
1326,14126,36,United Kingdom,2011-11-29 12:21:00,,True
1327,14127,36,United Kingdom,2011-02-02 12:26:00,,True
1328,14128,36,United Kingdom,2011-03-29 10:49:00,,True
1329,14129,36,United Kingdom,2011-03-24 08:44:00,,True
1330,14130,36,United Kingdom,2011-01-24 16:05:00,,True
1331,14132,36,United Kingdom,2011-06-09 12:04:00,,True
1332,14133,36,United Kingdom,2011-01-28 11:27:00,,True
1333,14135,36,United Kingdom,2010-12-02 10:27:00,,True
1334,14138,36,United Kingdom,2011-10-07 09:38:00,,True
1335,14139,36,United Kingdom,2011-10-24 13:34:00,,True
1336,14140,36,United Kingdom,2011-11-08 11:20:00,,True
1337,14141,36,United Kingdom,2011-08-26 14:40:00,,True
1338,14142,36,United Kingdom,2010-12-01 16:33:00,,True
1339,14143,36,United Kingdom,2011-07-29 09:48:00,,True
1340,14145,36,United Kingdom,2011-05-06 13:01:00,,True
1341,14146,36,United Kingdom,2010-12-17 15:52:00,,True
1342,14147,36,United Kingdom,2011-02-27 11:42:00,,True
1343,14148,36,United Kingdom,2011-04-20 12:02:00,,True
1344,14149,36,United Kingdom,2011-05-03 09:44:00,,True
1345,14150,36,United Kingdom,2010-12-15 10:04:00,,True
1346,14152,36,United Kingdom,2011-04-19 15:46:00,,True
1347,14154,36,United Kingdom,2011-04-14 15:58:00,,True
1348,14155,36,United Kingdom,2011-03-18 14:13:00,,True
1349,14156,11,EIRE,2010-12-03 11:48:00,,True
1350,14157,36,United Kingdom,2011-02-27 13:04:00,,True
1351,14158,36,United Kingdom,2011-10-30 15:08:00,,True
1352,14159,36,United Kingdom,2010-12-12 11:17:00,,True
1353,14161,36,United Kingdom,2010-12-05 13:18:00,,True
1354,14162,36,United Kingdom,2011-02-20 12:32:00,,True
1355,14163,36,United Kingdom,2011-04-14 17:33:00,,True
1356,14164,36,United Kingdom,2011-09-20 12:18:00,,True
1357,14165,36,United Kingdom,2011-03-09 12:39:00,,True
1358,14167,36,United Kingdom,2011-01-12 15:44:00,,True
1359,14171,36,United Kingdom,2011-09-02 16:43:00,,True
1360,14173,36,United Kingdom,2011-05-04 14:03:00,,True
1361,14174,36,United Kingdom,2011-11-06 13:17:00,,True
1362,14175,36,United Kingdom,2011-01-14 12:22:00,,True
1363,14176,36,United Kingdom,2010-12-07 11:45:00,,True
1364,14177,36,United Kingdom,2011-06-13 11:10:00,,True
1365,14178,36,United Kingdom,2011-06-10 12:51:00,,True
1366,14179,36,United Kingdom,2011-10-18 14:00:00,,True
1367,14180,36,United Kingdom,2010-12-02 13:08:00,,True
1368,14184,36,United Kingdom,2011-10-04 12:43:00,,True
1369,14185,36,United Kingdom,2011-01-12 13:52:00,,True
1370,14188,36,United Kingdom,2011-02-02 13:46:00,,True
1371,14189,36,United Kingdom,2010-12-06 11:42:00,,True
1372,14191,36,United Kingdom,2011-05-03 10:30:00,,True
1373,14193,36,United Kingdom,2011-03-15 11:38:00,,True
1374,14194,36,United Kingdom,2011-02-04 14:51:00,,True
1375,14195,36,United Kingdom,2011-04-01 16:50:00,,True
1376,14196,36,United Kingdom,2011-08-25 10:25:00,,True
1377,14198,36,United Kingdom,2011-04-14 14:54:00,,True
1378,14199,36,United Kingdom,2011-05-05 13:44:00,,True
1379,14201,36,United Kingdom,2010-12-15 13:25:00,,True
1380,14204,36,United Kingdom,2011-12-07 13:38:00,,True
1381,14205,36,United Kingdom,2011-03-20 15:07:00,,True
1382,14206,36,United Kingdom,2011-04-14 16:38:00,,True
1383,14208,36,United Kingdom,2011-09-06 12:48:00,,True
1384,14209,36,United Kingdom,2011-01-11 12:56:00,,True
1385,14210,36,United Kingdom,2010-12-03 12:43:00,,True
1386,14211,36,United Kingdom,2011-02-17 15:50:00,,True
1387,14212,36,United Kingdom,2011-09-11 12:45:00,,True
1388,14214,36,United Kingdom,2011-03-07 12:26:00,,True
1389,14215,36,United Kingdom,2010-12-06 15:34:00,,True
1390,14216,36,United Kingdom,2011-11-02 10:51:00,,True
1391,14217,36,United Kingdom,2010-12-08 13:28:00,,True
1392,14218,36,United Kingdom,2011-10-28 10:00:00,,True
1393,14219,36,United Kingdom,2011-12-05 16:23:00,,True
1394,14220,36,United Kingdom,2010-12-16 18:18:00,,True
1395,14221,36,United Kingdom,2011-01-04 15:33:00,,True
1396,14222,36,United Kingdom,2011-06-15 16:42:00,,True
1397,14223,36,United Kingdom,2011-03-20 16:02:00,,True
1398,14224,36,United Kingdom,2011-01-23 13:58:00,,True
1399,14226,36,United Kingdom,2011-03-15 15:36:00,,True
1400,14227,36,United Kingdom,2011-02-28 12:27:00,,True
1401,14229,36,United Kingdom,2011-01-10 12:03:00,,True
1402,14231,36,United Kingdom,2011-02-24 11:55:00,,True
1403,14232,36,United Kingdom,2011-03-20 12:44:00,,True
1404,14233,36,United Kingdom,2011-01-26 12:43:00,,True
1405,14234,36,United Kingdom,2011-10-13 13:58:00,,True
1406,14235,36,United Kingdom,2011-03-24 13:23:00,,True
1407,14236,36,United Kingdom,2010-12-02 18:49:00,,True
1408,14237,36,United Kingdom,2010-12-01 13:20:00,,True
1409,14238,36,United Kingdom,2011-01-17 14:40:00,,True
1410,14239,36,United Kingdom,2011-01-27 14:45:00,,True
1411,14240,36,United Kingdom,2011-04-28 11:40:00,,True
1412,14241,36,United Kingdom,2011-06-09 11:46:00,,True
1413,14242,36,United Kingdom,2011-01-18 08:53:00,,True
1414,14243,36,United Kingdom,2010-12-09 08:34:00,,True
1415,14245,36,United Kingdom,2011-03-21 10:41:00,,True
1416,14246,36,United Kingdom,2011-04-08 08:25:00,,True
1417,14247,36,United Kingdom,2011-03-06 15:21:00,,True
1418,14248,36,United Kingdom,2011-01-25 14:45:00,,True
1419,14250,36,United Kingdom,2011-09-11 13:44:00,,True
