InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Month,Year
566935,48116,DOORMAT MULTICOLOUR STRIPE,400,2011-09-15 15:35:00,4.58,18102,United Kingdom,1832.0,9,2011
566935,48111,DOORMAT 3 SMILEY CATS,500,2011-09-15 15:35:00,4.58,18102,United Kingdom,2290.0,9,2011
566935,22692,DOORMAT WELCOME TO OUR HOME,300,2011-09-15 15:35:00,4.58,18102,United Kingdom,1374.0,9,2011
567309,21787,RAIN PONCHO RETROSPOT,1788,2011-09-19 13:39:00,0.85,12901,United Kingdom,1519.8,9,2011
567353,M,Manual,1,2011-09-19 16:14:00,2653.95,,Hong Kong,2653.95,9,2011
567381,21874,GIN AND TONIC MUG,744,2011-09-20 10:12:00,1.48,17450,United Kingdom,1101.12,9,2011
567381,23108,SET OF 10 LED DOLLY LIGHTS,416,2011-09-20 10:12:00,6.5,17450,United Kingdom,2704.0,9,2011
567381,22766,PHOTO FRAME CORNICE,416,2011-09-20 10:12:00,3.2,17450,United Kingdom,1331.2,9,2011
567381,21485,RETROSPOT HEART HOT WATER BOTTLE,496,2011-09-20 10:12:00,5.1,17450,United Kingdom,2529.6,9,2011
567381,22508,DOORSTOP RETROSPOT HEART,744,2011-09-20 10:12:00,4.08,17450,United Kingdom,3035.52,9,2011
567381,22111,SCOTTIE DOG HOT WATER BOTTLE,496,2011-09-20 10:12:00,5.1,17450,United Kingdom,2529.6,9,2011
567381,22138,BAKING SET 9 PIECE RETROSPOT ,416,2011-09-20 10:12:00,5.1,17450,United Kingdom,2121.6,9,2011
567381,22507,MEMO BOARD RETROSPOT  DESIGN,416,2011-09-20 10:12:00,5.1,17450,United Kingdom,2121.6,9,2011
567381,22637,PIGGY BANK RETROSPOT ,744,2011-09-20 10:12:00,2.5,17450,United Kingdom,1860.0,9,2011
567384,22470,HEART OF WICKER LARGE,396,2011-09-20 10:23:00,3.2,17450,United Kingdom,1267.2,9,2011
567423,23286,BLUE VINTAGE SPOT BEAKER,1878,2011-09-20 11:05:00,1.08,17450,United Kingdom,2028.2400000000002,9,2011
567423,23288,GREEN VINTAGE SPOT BEAKER,1944,2011-09-20 11:05:00,1.08,17450,United Kingdom,2099.52,9,2011
567423,23285,PINK VINTAGE SPOT BEAKER,1944,2011-09-20 11:05:00,1.08,17450,United Kingdom,2099.52,9,2011
567423,23113,PANTRY CHOPPING BOARD,756,2011-09-20 11:05:00,5.06,17450,United Kingdom,3825.3599999999997,9,2011
567423,22979,PANTRY WASHING UP BRUSH,666,2011-09-20 11:05:00,1.7,17450,United Kingdom,1132.2,9,2011
567423,22978,PANTRY ROLLING PIN,708,2011-09-20 11:05:00,4.18,17450,United Kingdom,2959.4399999999996,9,2011
567423,22969,HOMEMADE JAM SCENTED CANDLES,1428,2011-09-20 11:05:00,1.7,17450,United Kingdom,2427.6,9,2011
567423,22722,SET OF 6 SPICE TINS PANTRY DESIGN,852,2011-09-20 11:05:00,4.25,17450,United Kingdom,3621.0,9,2011
567423,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,612,2011-09-20 11:05:00,5.18,17450,United Kingdom,3170.16,9,2011
567423,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,1412,2011-09-20 11:05:00,5.06,17450,United Kingdom,7144.719999999999,9,2011
567453,22114,HOT WATER BOTTLE TEA AND SYMPATHY,288,2011-09-20 12:05:00,5.1,17450,United Kingdom,1468.8,9,2011
567458,82583,HOT BATHS METAL SIGN,528,2011-09-20 12:21:00,2.39,17450,United Kingdom,1261.92,9,2011
567480,22117,METAL SIGN HER DINNER IS SERVED ,500,2011-09-20 13:38:00,3.2,17450,United Kingdom,1600.0,9,2011
567480,22666,RECIPE BOX PANTRY YELLOW DESIGN,500,2011-09-20 13:38:00,3.2,17450,United Kingdom,1600.0,9,2011
567507,DOT,DOTCOM POSTAGE,1,2011-09-20 14:46:00,1092.21,,United Kingdom,1092.21,9,2011
568717,23284,DOORMAT KEEP CALM AND COME IN,500,2011-09-28 16:17:00,4.58,18102,United Kingdom,2290.0,9,2011
569084,22941,CHRISTMAS LIGHTS 10 REINDEER,384,2011-09-30 11:56:00,6.5,17949,United Kingdom,2496.0,9,2011
569085,21098,CHRISTMAS TOILET ROLL,1200,2011-09-30 11:57:00,1.06,17949,United Kingdom,1272.0,9,2011
569343,23543,KEEP CALM WALL ART ,180,2011-10-03 14:34:00,7.45,18102,United Kingdom,1341.0,10,2011
569382,M,Manual,1,2011-10-03 16:44:00,3155.95,15502,United Kingdom,3155.95,10,2011
569385,23284,DOORMAT KEEP CALM AND COME IN,200,2011-10-03 16:48:00,7.08,14031,United Kingdom,1416.0,10,2011
569388,23284,DOORMAT KEEP CALM AND COME IN,200,2011-10-03 16:50:00,7.08,14031,United Kingdom,1416.0,10,2011
569492,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,612,2011-10-04 13:30:00,2.55,16333,United Kingdom,1560.6,10,2011
569492,21915,RED  HARMONICA IN BOX ,1540,2011-10-04 13:30:00,1.06,16333,United Kingdom,1632.4,10,2011
569570,23284,DOORMAT KEEP CALM AND COME IN,150,2011-10-05 10:06:00,7.08,16684,United Kingdom,1062.0,10,2011
569570,22423,REGENCY CAKESTAND 3 TIER,120,2011-10-05 10:06:00,10.95,16684,United Kingdom,1314.0,10,2011
569815,22386,JUMBO BAG PINK POLKADOT,700,2011-10-06 11:53:00,1.79,15838,United Kingdom,1253.0,10,2011
569815,22379,RECYCLING BAG RETROSPOT ,700,2011-10-06 11:53:00,1.85,15838,United Kingdom,1295.0,10,2011
569815,85099B,JUMBO BAG RED RETROSPOT,1000,2011-10-06 11:53:00,1.79,15838,United Kingdom,1790.0,10,2011
569815,85099F,JUMBO BAG STRAWBERRY,600,2011-10-06 11:53:00,1.79,15838,United Kingdom,1074.0,10,2011
570094,20971,PINK BLUE FELT CRAFT TRINKET BOX,1296,2011-10-07 11:56:00,1.06,16029,United Kingdom,1373.76,10,2011
570094,22273,FELTCRAFT DOLL MOLLY,720,2011-10-07 11:56:00,2.55,16029,United Kingdom,1835.9999999999998,10,2011
570097,22149,FELTCRAFT 6 FLOWER FRIENDS,600,2011-10-07 12:05:00,1.85,16029,United Kingdom,1110.0,10,2011
570097,22147,FELTCRAFT BUTTERFLY HEARTS,840,2011-10-07 12:05:00,1.25,16029,United Kingdom,1050.0,10,2011
570097,20971,PINK BLUE FELT CRAFT TRINKET BOX,1296,2011-10-07 12:05:00,1.06,16029,United Kingdom,1373.76,10,2011
570097,22273,FELTCRAFT DOLL MOLLY,720,2011-10-07 12:05:00,2.3,16029,United Kingdom,1655.9999999999998,10,2011
570253,23046,PAPER LANTERN 9 POINT DELUXE STAR,240,2011-10-10 09:18:00,5.75,14156,EIRE,1380.0,10,2011
570557,22149,FELTCRAFT 6 FLOWER FRIENDS,600,2011-10-11 11:15:00,1.85,16029,United Kingdom,1110.0,10,2011
570557,20971,PINK BLUE FELT CRAFT TRINKET BOX,1296,2011-10-11 11:15:00,1.06,16029,United Kingdom,1373.76,10,2011
570557,22147,FELTCRAFT BUTTERFLY HEARTS,840,2011-10-11 11:15:00,1.25,16029,United Kingdom,1050.0,10,2011
570557,22273,FELTCRAFT DOLL MOLLY,720,2011-10-11 11:15:00,2.55,16029,United Kingdom,1835.9999999999998,10,2011
571751,M,Manual,1,2011-10-19 11:18:00,3949.32,12744,Singapore,3949.32,10,2011
571751,M,Manual,1,2011-10-19 11:18:00,2118.74,12744,Singapore,2118.74,10,2011
572052,22595,GINGHAM HEART DECORATION,1728,2011-10-20 12:26:00,0.72,14646,Netherlands,1244.1599999999999,10,2011
572209,23556,LANDMARK FRAME COVENT GARDEN ,300,2011-10-21 12:08:00,10.95,18102,United Kingdom,3285.0,10,2011
572209,23554,LANDMARK FRAME OXFORD STREET,300,2011-10-21 12:08:00,10.95,18102,United Kingdom,3285.0,10,2011
572209,23555,LANDMARK FRAME NOTTING HILL ,300,2011-10-21 12:08:00,10.95,18102,United Kingdom,3285.0,10,2011
572209,23558,LANDMARK FRAME LONDON BRIDGE ,300,2011-10-21 12:08:00,10.95,18102,United Kingdom,3285.0,10,2011
572209,23485,BOTANICAL GARDENS WALL CLOCK ,120,2011-10-21 12:08:00,20.8,18102,United Kingdom,2496.0,10,2011
572209,23553,LANDMARK FRAME CAMDEN TOWN ,300,2011-10-21 12:08:00,10.95,18102,United Kingdom,3285.0,10,2011
572209,23557,LANDMARK FRAME BAKER STREET ,300,2011-10-21 12:08:00,10.95,18102,United Kingdom,3285.0,10,2011
572324,23056,FLOWERS CHANDELIER T-LIGHT HOLDER,240,2011-10-24 09:52:00,5.39,14607,United Kingdom,1293.6,10,2011
572325,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,600,2011-10-24 09:54:00,1.74,14607,United Kingdom,1044.0,10,2011
572545,21181,PLEASE ONE PERSON METAL SIGN,456,2011-10-24 16:48:00,2.39,17450,United Kingdom,1089.8400000000001,10,2011
572696,22727,ALARM CLOCK BAKELIKE RED ,400,2011-10-25 14:23:00,3.39,17857,United Kingdom,1356.0,10,2011
572696,22728,ALARM CLOCK BAKELIKE PINK,400,2011-10-25 14:23:00,3.39,17857,United Kingdom,1356.0,10,2011
572765,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,384,2011-10-26 10:02:00,2.75,16013,United Kingdom,1056.0,10,2011
572869,23084,RABBIT NIGHT LIGHT,960,2011-10-26 13:21:00,1.79,12798,Japan,1718.4,10,2011
572897,DOT,DOTCOM POSTAGE,1,2011-10-26 14:42:00,1016.58,,United Kingdom,1016.58,10,2011
573003,23084,RABBIT NIGHT LIGHT,2400,2011-10-27 12:11:00,2.08,14646,Netherlands,4992.0,10,2011
573008,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,4800,2011-10-27 12:26:00,0.21,12901,United Kingdom,1008.0,10,2011
573077,M,Manual,1,2011-10-27 14:13:00,4161.06,12536,France,4161.06,10,2011
573080,M,Manual,1,2011-10-27 14:20:00,4161.06,12536,France,4161.06,10,2011
573153,23084,RABBIT NIGHT LIGHT,912,2011-10-28 07:39:00,1.79,12678,France,1632.48,10,2011
573261,22197,POPCORN HOLDER,1992,2011-10-28 12:32:00,0.72,17949,United Kingdom,1434.24,10,2011
573585,DOT,DOTCOM POSTAGE,1,2011-10-31 14:41:00,2019.05,,United Kingdom,2019.05,10,2011
574092,23356,LOVE HOT WATER BOTTLE,264,2011-11-03 09:28:00,4.95,16684,United Kingdom,1306.8,11,2011
574285,21733,RED HANGING HEART T-LIGHT HOLDER,416,2011-11-03 15:01:00,3.2,17450,United Kingdom,1331.2,11,2011
574293,85123A,WHITE HANGING HEART T-LIGHT HOLDER,992,2011-11-03 15:32:00,3.2,17450,United Kingdom,3174.4,11,2011
574293,22469,HEART OF WICKER SMALL,630,2011-11-03 15:32:00,1.93,17450,United Kingdom,1215.8999999999999,11,2011
574294,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1020,2011-11-03 15:47:00,2.55,16333,United Kingdom,2601.0,11,2011
574294,21915,RED  HARMONICA IN BOX ,2100,2011-11-03 15:47:00,1.06,16333,United Kingdom,2226.0,11,2011
574295,85066,CREAM SWEETHEART MINI CHEST,96,2011-11-03 15:47:00,10.95,17389,United Kingdom,1051.1999999999998,11,2011
574324,23355,HOT WATER BOTTLE KEEP CALM,360,2011-11-04 07:46:00,4.15,16684,United Kingdom,1494.0000000000002,11,2011
574856,DOT,DOTCOM POSTAGE,1,2011-11-07 12:06:00,1126.29,,United Kingdom,1126.29,11,2011
574941,23581,JUMBO BAG PAISLEY PARK,314,2011-11-07 17:42:00,4.95,,United Kingdom,1554.3,11,2011
574941,23570,TRADITIONAL PICK UP STICKS GAME ,384,2011-11-07 17:42:00,2.95,,United Kingdom,1132.8000000000002,11,2011
574941,23571,TRADITIONAL NAUGHTS & CROSSES,370,2011-11-07 17:42:00,3.95,,United Kingdom,1461.5,11,2011
574941,23344,JUMBO BAG 50'S CHRISTMAS ,484,2011-11-07 17:42:00,4.95,,United Kingdom,2395.8,11,2011
574941,23343,JUMBO BAG VINTAGE CHRISTMAS ,215,2011-11-07 17:42:00,4.95,,United Kingdom,1064.25,11,2011
574941,23201,JUMBO BAG ALPHABET,257,2011-11-07 17:42:00,4.95,,United Kingdom,1272.15,11,2011
574941,23084,RABBIT NIGHT LIGHT,628,2011-11-07 17:42:00,4.95,,United Kingdom,3108.6,11,2011
574941,23077,DOUGHNUT LIP GLOSS ,350,2011-11-07 17:42:00,2.95,,United Kingdom,1032.5,11,2011
574941,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,171,2011-11-07 17:42:00,6.95,,United Kingdom,1188.45,11,2011
574941,22197,POPCORN HOLDER,1820,2011-11-07 17:42:00,1.95,,United Kingdom,3549.0,11,2011
574941,22158,3 HEARTS HANGING DECORATION RUSTIC,163,2011-11-07 17:42:00,6.95,,United Kingdom,1132.8500000000001,11,2011
574941,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,478,2011-11-07 17:42:00,6.95,,United Kingdom,3322.1,11,2011
574941,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,236,2011-11-07 17:42:00,5.95,,United Kingdom,1404.2,11,2011
574941,23203,JUMBO BAG VINTAGE DOILY ,375,2011-11-07 17:42:00,4.95,,United Kingdom,1856.25,11,2011
575138,DOT,DOTCOM POSTAGE,1,2011-11-08 15:24:00,1483.21,,United Kingdom,1483.21,11,2011
575213,21137,BLACK RECORD COVER FRAME,480,2011-11-09 10:47:00,3.39,16210,United Kingdom,1627.2,11,2011
575335,84879,ASSORTED COLOUR BIRD ORNAMENT,1200,2011-11-09 13:56:00,1.45,12931,United Kingdom,1740.0,11,2011
575582,85099B,JUMBO BAG RED RETROSPOT,1000,2011-11-10 11:55:00,1.79,16986,United Kingdom,1790.0,11,2011
575947,DOT,DOTCOM POSTAGE,1,2011-11-13 11:50:00,1211.17,,United Kingdom,1211.17,11,2011
576090,85123A,WHITE HANGING HEART T-LIGHT HOLDER,320,2011-11-14 08:56:00,3.2,17450,United Kingdom,1024.0,11,2011
576339,DOT,DOTCOM POSTAGE,1,2011-11-14 15:27:00,1500.36,14096,United Kingdom,1500.36,11,2011
576365,23581,JUMBO BAG PAISLEY PARK,225,2011-11-14 17:55:00,4.95,,United Kingdom,1113.75,11,2011
576365,23570,TRADITIONAL PICK UP STICKS GAME ,360,2011-11-14 17:55:00,2.95,,United Kingdom,1062.0,11,2011
576365,23571,TRADITIONAL NAUGHTS & CROSSES,323,2011-11-14 17:55:00,3.95,,United Kingdom,1275.8500000000001,11,2011
576365,23344,JUMBO BAG 50'S CHRISTMAS ,392,2011-11-14 17:55:00,4.95,,United Kingdom,1940.4,11,2011
576365,23313,VINTAGE CHRISTMAS BUNTING,81,2011-11-14 17:55:00,12.95,,United Kingdom,1048.95,11,2011
576365,23203,JUMBO BAG VINTAGE DOILY ,232,2011-11-14 17:55:00,4.95,,United Kingdom,1148.4,11,2011
576365,23084,RABBIT NIGHT LIGHT,404,2011-11-14 17:55:00,4.95,,United Kingdom,1999.8000000000002,11,2011
576365,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,244,2011-11-14 17:55:00,6.95,,United Kingdom,1695.8,11,2011
576365,22197,POPCORN HOLDER,1130,2011-11-14 17:55:00,1.95,,United Kingdom,2203.5,11,2011
576365,22158,3 HEARTS HANGING DECORATION RUSTIC,326,2011-11-14 17:55:00,6.95,,United Kingdom,2265.7000000000003,11,2011
576365,22130,PARTY CONE CHRISTMAS DECORATION ,654,2011-11-14 17:55:00,1.66,,United Kingdom,1085.6399999999999,11,2011
576365,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,688,2011-11-14 17:55:00,6.95,,United Kingdom,4781.6,11,2011
576374,84029E,RED WOOLLY HOTTIE WHITE HEART.,408,2011-11-15 08:50:00,3.39,13777,United Kingdom,1383.1200000000001,11,2011
576394,23084,RABBIT NIGHT LIGHT,960,2011-11-15 10:32:00,1.79,12415,Australia,1718.4,11,2011
576644,DOT,DOTCOM POSTAGE,1,2011-11-16 10:01:00,1556.08,,United Kingdom,1556.08,11,2011
577021,21479,WHITE SKULL HOT WATER BOTTLE ,300,2011-11-17 12:39:00,3.75,12931,United Kingdom,1125.0,11,2011
577358,23084,RABBIT NIGHT LIGHT,279,2011-11-18 15:59:00,4.13,,United Kingdom,1152.27,11,2011
577531,DOT,DOTCOM POSTAGE,1,2011-11-20 13:58:00,1236.75,,United Kingdom,1236.75,11,2011
577822,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,600,2011-11-22 09:34:00,1.74,14607,United Kingdom,1044.0,11,2011
577852,79321,CHILLI LIGHTS,480,2011-11-22 11:08:00,4.65,16532,United Kingdom,2232.0,11,2011
578149,DOT,DOTCOM POSTAGE,1,2011-11-23 11:11:00,2275.54,,United Kingdom,2275.54,11,2011
578270,DOT,DOTCOM POSTAGE,1,2011-11-23 13:39:00,1270.06,14096,United Kingdom,1270.06,11,2011
578321,84997D,CHILDRENS CUTLERY POLKADOT PINK,360,2011-11-23 16:59:00,3.75,12557,Spain,1350.0,11,2011
578321,84997C,CHILDRENS CUTLERY POLKADOT BLUE,288,2011-11-23 16:59:00,3.75,12557,Spain,1080.0,11,2011
578793,21137,BLACK RECORD COVER FRAME,480,2011-11-25 12:21:00,3.39,16210,United Kingdom,1627.2,11,2011
578833,DOT,DOTCOM POSTAGE,1,2011-11-25 15:23:00,2028.25,,United Kingdom,2028.25,11,2011
579196,DOT,DOTCOM POSTAGE,1,2011-11-28 15:54:00,1526.76,14096,United Kingdom,1526.76,11,2011
579251,22470,HEART OF WICKER LARGE,760,2011-11-28 16:39:00,3.2,17450,United Kingdom,2432.0,11,2011
579251,22469,HEART OF WICKER SMALL,600,2011-11-28 16:39:00,1.93,17450,United Kingdom,1158.0,11,2011
579297,DOT,DOTCOM POSTAGE,1,2011-11-29 11:23:00,1563.0,,United Kingdom,1563.0,11,2011
579498,23084,RABBIT NIGHT LIGHT,2040,2011-11-29 15:52:00,1.79,12798,Japan,3651.6,11,2011
579694,DOT,DOTCOM POSTAGE,1,2011-11-30 14:11:00,1119.63,,United Kingdom,1119.63,11,2011
580115,DOT,DOTCOM POSTAGE,1,2011-12-01 16:22:00,1042.84,,United Kingdom,1042.84,12,2011
580243,21915,RED  HARMONICA IN BOX ,1120,2011-12-02 12:19:00,1.06,16333,United Kingdom,1187.2,12,2011
580363,23582,VINTAGE DOILY JUMBO BAG RED ,1500,2011-12-02 16:32:00,1.79,13868,United Kingdom,2685.0,12,2011
580610,DOT,DOTCOM POSTAGE,1,2011-12-05 11:48:00,2196.67,,United Kingdom,2196.67,12,2011
580612,DOT,DOTCOM POSTAGE,1,2011-12-05 11:58:00,2114.0,,United Kingdom,2114.0,12,2011
580727,DOT,DOTCOM POSTAGE,1,2011-12-05 17:17:00,1599.26,14096,United Kingdom,1599.26,12,2011
580729,DOT,DOTCOM POSTAGE,1,2011-12-05 17:24:00,1172.1,,United Kingdom,1172.1,12,2011
580873,22423,REGENCY CAKESTAND 3 TIER,128,2011-12-06 12:06:00,10.95,15061,United Kingdom,1401.6,12,2011
581023,DOT,DOTCOM POSTAGE,1,2011-12-07 10:35:00,1861.46,,United Kingdom,1861.46,12,2011
581097,22476,EMPIRE UNION JACK TV DINNER TRAY,600,2011-12-07 11:41:00,1.95,13685,United Kingdom,1170.0,12,2011
581105,85152,HAND OVER THE CHOCOLATE   SIGN ,620,2011-12-07 12:14:00,1.92,16000,United Kingdom,1190.3999999999999,12,2011
581105,22457,NATURAL SLATE HEART CHALKBOARD ,620,2011-12-07 12:14:00,2.55,16000,United Kingdom,1581.0,12,2011
581105,22727,ALARM CLOCK BAKELIKE RED ,620,2011-12-07 12:14:00,2.99,16000,United Kingdom,1853.8000000000002,12,2011
581105,23552,BICYCLE PUNCTURE REPAIR KIT ,620,2011-12-07 12:14:00,1.86,16000,United Kingdom,1153.2,12,2011
581107,23461,SWEETHEART BIRD HOUSE,620,2011-12-07 12:15:00,3.3,16000,United Kingdom,2046.0,12,2011
581110,23486,ANTIQUE HEART SHELF UNIT,150,2011-12-07 12:17:00,13.35,16000,United Kingdom,2002.5,12,2011
581115,22413,METAL SIGN TAKE IT OR LEAVE IT ,1404,2011-12-07 12:20:00,2.75,15195,United Kingdom,3861.0,12,2011
581175,23084,RABBIT NIGHT LIGHT,1440,2011-12-07 15:16:00,1.79,14646,Netherlands,2577.6,12,2011
581219,DOT,DOTCOM POSTAGE,1,2011-12-08 09:28:00,1008.96,,United Kingdom,1008.96,12,2011
581238,DOT,DOTCOM POSTAGE,1,2011-12-08 10:53:00,1683.75,,United Kingdom,1683.75,12,2011
581375,21137,BLACK RECORD COVER FRAME,960,2011-12-08 12:36:00,3.39,16210,United Kingdom,3254.4,12,2011
581457,22189,CREAM HEART CARD HOLDER,324,2011-12-08 18:43:00,3.39,18102,United Kingdom,1098.3600000000001,12,2011
581457,23543,WALL ART KEEP CALM ,698,2011-12-08 18:43:00,4.15,18102,United Kingdom,2896.7000000000003,12,2011
581457,23553,LANDMARK FRAME CAMDEN TOWN ,120,2011-12-08 18:43:00,10.95,18102,United Kingdom,1314.0,12,2011
581458,22197,POPCORN HOLDER,1500,2011-12-08 18:45:00,0.72,17949,United Kingdom,1080.0,12,2011
581483,23843,"PAPER CRAFT , LITTLE BIRDIE",80995,2011-12-09 09:15:00,2.08,16446,United Kingdom,168469.6,12,2011
581498,DOT,DOTCOM POSTAGE,1,2011-12-09 10:26:00,1714.17,,United Kingdom,1714.17,12,2011
